"task_id","batch_id","dataset_id","geometry_family","n","p","asset_path","source_sha256","repetition","replicate_seed","fold_seed","response_seed","method","chart_dim_rule","search_policy","backend_variant","design_basis","design_drop_tol","ridge_multiplier_grid","ridge_condition_max","support_grid","degree_grid","kernel_grid","lambda_sync_grid","lambda_sync_search","local_candidate_search","local_candidate_search_control","result_path","status_path","log_path","skip_if_complete","status","elapsed_sec","started_at","finished_at","error_class","error_message"
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",2,20662707,20662708,20662709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full.log",TRUE,"ok",107.684,"2026-06-07 14:21:46 EDT","2026-06-07 14:23:34 EDT",NA,NA
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",2,20662707,20662708,20662709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened.log",TRUE,"ok",49.316,"2026-06-07 14:21:57 EDT","2026-06-07 14:22:46 EDT",NA,NA
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663607,20663608,20663609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full.log",TRUE,"ok",86.38,"2026-06-07 14:21:59 EDT","2026-06-07 14:23:25 EDT",NA,NA
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663617,20663618,20663619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened.log",TRUE,"ok",25.627,"2026-06-07 14:21:59 EDT","2026-06-07 14:22:25 EDT",NA,NA
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663707,20663708,20663709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full.log",TRUE,"ok",106.9,"2026-06-07 14:22:12 EDT","2026-06-07 14:23:59 EDT",NA,NA
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663707,20663708,20663709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened.log",TRUE,"ok",48.792,"2026-06-07 14:22:18 EDT","2026-06-07 14:23:07 EDT",NA,NA
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761607,20761608,20761609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full.log",TRUE,"ok",125.982,"2026-06-07 14:22:22 EDT","2026-06-07 14:24:28 EDT",NA,NA
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761617,20761618,20761619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened.log",TRUE,"ok",34.208,"2026-06-07 14:22:29 EDT","2026-06-07 14:23:03 EDT",NA,NA
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761707,20761708,20761709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full.log",TRUE,"ok",133.722,"2026-06-07 14:22:50 EDT","2026-06-07 14:25:04 EDT",NA,NA
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761707,20761708,20761709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened.log",TRUE,"ok",52.877,"2026-06-07 14:22:53 EDT","2026-06-07 14:23:45 EDT",NA,NA
"s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762607,20762608,20762609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full.log",TRUE,"ok",126.467,"2026-06-07 14:22:57 EDT","2026-06-07 14:25:03 EDT",NA,NA
"s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762617,20762618,20762619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened.log",TRUE,"ok",33.671,"2026-06-07 14:23:01 EDT","2026-06-07 14:23:35 EDT",NA,NA
"s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762707,20762708,20762709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full.log",TRUE,"ok",133.925,"2026-06-07 14:23:08 EDT","2026-06-07 14:25:22 EDT",NA,NA
"s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762707,20762708,20762709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened.log",TRUE,"ok",51.344,"2026-06-07 14:23:10 EDT","2026-06-07 14:24:01 EDT",NA,NA
"s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763607,20763608,20763609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full.log",TRUE,"ok",128.382,"2026-06-07 14:23:29 EDT","2026-06-07 14:25:38 EDT",NA,NA
"s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763617,20763618,20763619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened.log",TRUE,"ok",33.264,"2026-06-07 14:23:38 EDT","2026-06-07 14:24:11 EDT",NA,NA
"s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763707,20763708,20763709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full.log",TRUE,"ok",134.709,"2026-06-07 14:23:38 EDT","2026-06-07 14:25:53 EDT",NA,NA
"s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763707,20763708,20763709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened.log",TRUE,"ok",52.228,"2026-06-07 14:23:49 EDT","2026-06-07 14:24:41 EDT",NA,NA
"s3r_0061__LA_D2_RAW_N500__r01__auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D2-RAW-N500.rds","cd78ac69164be658471f4fce5c189bab1938cdda9508ef86cd8414e3e9222374",1,20861607,20861608,20861609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0061__LA_D2_RAW_N500__r01__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0061__LA_D2_RAW_N500__r01__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0061__LA_D2_RAW_N500__r01__auto__full.log",TRUE,"ok",879.103,"2026-06-07 14:24:03 EDT","2026-06-07 14:38:42 EDT",NA,NA
"s3r_0062__LA_D2_RAW_N500__r01__auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D2-RAW-N500.rds","cd78ac69164be658471f4fce5c189bab1938cdda9508ef86cd8414e3e9222374",1,20861617,20861618,20861619,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0062__LA_D2_RAW_N500__r01__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0062__LA_D2_RAW_N500__r01__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0062__LA_D2_RAW_N500__r01__auto__screened.log",TRUE,"ok",410.347,"2026-06-07 14:24:06 EDT","2026-06-07 14:30:56 EDT",NA,NA
"s3r_0063__LA_D2_RAW_N500__r01__local_auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D2-RAW-N500.rds","cd78ac69164be658471f4fce5c189bab1938cdda9508ef86cd8414e3e9222374",1,20861707,20861708,20861709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0063__LA_D2_RAW_N500__r01__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0063__LA_D2_RAW_N500__r01__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0063__LA_D2_RAW_N500__r01__local_auto__full.log",TRUE,"ok",785.322,"2026-06-07 14:24:14 EDT","2026-06-07 14:37:19 EDT",NA,NA
"s3r_0064__LA_D2_RAW_N500__r01__local_auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D2-RAW-N500.rds","cd78ac69164be658471f4fce5c189bab1938cdda9508ef86cd8414e3e9222374",1,20861707,20861708,20861709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/results/s3r_0064__LA_D2_RAW_N500__r01__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/status/s3r_0064__LA_D2_RAW_N500__r01__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_20260607_001/logs/s3r_0064__LA_D2_RAW_N500__r01__local_auto__screened.log",TRUE,"ok",196.749,"2026-06-07 14:24:31 EDT","2026-06-07 14:27:48 EDT",NA,NA
