"task_id","batch_id","dataset_id","geometry_family","n","p","repetition","response_seed","fold_seed","sigma","method","chart_dim_rule","search_policy","backend_variant","design_basis","support_grid","degree_grid","kernel_grid","lambda_sync_search","status","truth_rmse","observed_rmse","selected_cv_rmse_observed","selected_support_size","selected_degree","selected_kernel","selected_lambda_sync","selected_total_local_gcv_ps","selected_sync_energy","finite_cv_candidates","total_cv_candidates","local_candidates_total","local_candidates_evaluated","local_candidates_finite","local_candidates_evaluated_supports","chart_dim_n","chart_dim_min","chart_dim_median","chart_dim_max","chart_dim_unique","timing_frame_prep_sec","timing_system_cache_sec","timing_fold_cache_sec","timing_lambda_search_sec","timing_final_solve_sec","timing_total_fit_sec","elapsed_sec"
"s3r_0091__LA_D3_RAW_N500__r02__local_auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062709,21062708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0644100463792675,0.0568688033392461,0.159687292242078,25,2,"tricube",0.001,17.1712828523936,43.2567998556379,6,7,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,5,5,NA,NA,NA,NA,NA,NA,811.379
"s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062709,21062708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0644100463792675,0.0568688033392461,0.159687292242078,25,2,"tricube",0.001,17.1712828523936,43.2567998556379,6,7,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,5,5,NA,NA,NA,NA,NA,NA,200.875
"s3r_0093__LA_D3_RAW_N500__r03__auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063609,21063608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0300123747303203,0.0970034190139533,0.146363069076321,17,2,"tricube",90,86.839768191186,0.00926735442065846,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,705.569
"s3r_0094__LA_D3_RAW_N500__r03__auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063619,21063618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0405887700744661,0.0905965123192966,0.14101582278229,25,2,"tricube",1,8.04817410812555,0.616434263121229,5,6,21,21,5,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,172.411
"s3r_0095__LA_D3_RAW_N500__r03__local_auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063709,21063708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0652249451932378,0.116047950337026,0.154008120043232,16,2,"tricube",30,251.220774985989,0.313344028470526,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,4,4,NA,NA,NA,NA,NA,NA,823.231
"s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063709,21063708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0652249451932378,0.116047950337026,0.154008120043232,16,2,"tricube",30,251.220774985989,0.313344028470526,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,4,4,NA,NA,NA,NA,NA,NA,204.344
"s3r_0097__LA_13K_SUB_N500__r01__auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161609,21161608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0331328177663649,0.0921952631256678,0.108197588521079,35,2,"tricube",90,26.1756169233823,0.00820877191628898,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,6,6,6,1,NA,NA,NA,NA,NA,NA,1937.694
"s3r_0098__LA_13K_SUB_N500__r01__auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161619,21161618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0304834792605599,0.0939252204369098,0.11106526964687,35,2,"tricube",90,27.3365244025966,0.00718775719135928,7,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,6,6,6,1,NA,NA,NA,NA,NA,NA,1415.463
"s3r_0099__LA_13K_SUB_N500__r01__local_auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161709,21161708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.045348705019064,0.0971447336598235,0.109850889536115,25,2,"tricube",90,31.7361185132029,0.0103554400854576,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,5,5,5,NA,NA,NA,NA,NA,NA,1748.037
"s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161709,21161708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0442701257363487,0.0970564061766731,0.111373324959488,26,2,"tricube",90,22.3577990511366,0.012523412150895,7,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,5,5,5,NA,NA,NA,NA,NA,NA,1261.894
"s3r_0101__LA_13K_SUB_N500__r02__auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162609,21162608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0324936327756337,0.088575544201059,0.106368820844855,26,2,"tricube",90,26.9271112403526,0.00588409718715255,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,5,5,5,1,NA,NA,NA,NA,NA,NA,2011.879
"s3r_0102__LA_13K_SUB_N500__r02__auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162619,21162618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0357304867914116,0.0933568424558931,0.109637525730477,34,2,"tricube",90,34.5991293935134,0.00774293979147582,7,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,6,6,6,1,NA,NA,NA,NA,NA,NA,1591.022
"s3r_0103__LA_13K_SUB_N500__r02__local_auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162709,21162708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0442672477633038,0.0941534148001714,0.108085796465211,26,2,"tricube",90,22.1909817841537,0.0133945484403878,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,5,5,5,NA,NA,NA,NA,NA,NA,1843.567
"s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162709,21162708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0442672477633038,0.0941534148001714,0.108085796465211,26,2,"tricube",90,22.1909817841537,0.0133945484403878,7,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,5,5,5,NA,NA,NA,NA,NA,NA,1271.864
"s3r_0105__LA_13K_SUB_N500__r03__auto__full","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,3,21163609,21163608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0344421263011717,0.0873449016056516,0.109952467966552,35,2,"tricube",90,23.1890008733532,0.00653671456197464,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,6,6,6,1,NA,NA,NA,NA,NA,NA,2038.245
"s3r_0106__LA_13K_SUB_N500__r03__auto__screened","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,3,21163619,21163618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0308637141049544,0.0958636338615088,0.111146422965947,35,2,"tricube",90,29.848550075203,0.00815323905243992,7,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,6,6,6,1,NA,NA,NA,NA,NA,NA,1623.438
"s3r_0109__SYN_PARA_LINE_N500__r01__auto__full","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261609,21261608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0277041650759832,0.0987006831454773,0.106459335385781,18,2,"tricube",90,4.72314722361552,0.0104333465398287,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,138.41
"s3r_0110__SYN_PARA_LINE_N500__r01__auto__screened","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261619,21261618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.025458052263695,0.0903579661910247,0.0976869779310667,35,2,"tricube",10,2.35599730828831,0.164474075688128,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,84.148
"s3r_0111__SYN_PARA_LINE_N500__r01__local_auto__full","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261709,21261708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241547293869535,0.0971789990022583,0.104457055415654,20,2,"tricube",90,4.04486069461666,0.0122258734037779,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,194.509
"s3r_0112__SYN_PARA_LINE_N500__r01__local_auto__screened","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261709,21261708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0249629966362733,0.0962798779321014,0.104492802360048,35,2,"tricube",10,2.79451506353549,0.152791403005178,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,145.146
"s3r_0113__SYN_PARA_LINE_N500__r02__auto__full","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262609,21262608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0197390938401952,0.0996656142280781,0.107801433162673,20,2,"tricube",90,4.22068528089391,0.0143174394608969,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,170.789
"s3r_0114__SYN_PARA_LINE_N500__r02__auto__screened","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262619,21262618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0254602293986525,0.0922031527651241,0.0992492099513899,30,2,"tricube",30,2.65872926382232,0.0614759713667155,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,106.566
"s3r_0115__SYN_PARA_LINE_N500__r02__local_auto__full","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262709,21262708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0231348423411723,0.0947762419462664,0.101810063012824,21,2,"tricube",90,3.7162041364161,0.0117454192650529,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,205.647
"s3r_0116__SYN_PARA_LINE_N500__r02__local_auto__screened","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262709,21262708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0229748991216087,0.0940313340594981,0.101963354632514,25,2,"tricube",30,3.22084377080037,0.0318514282720907,8,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,169.907
"s3r_0117__SYN_PARA_LINE_N500__r03__auto__full","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263609,21263608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.026824737186242,0.0928392369614877,0.100157308051674,35,2,"tricube",10,2.60423524309053,0.154374829789109,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,174.704
"s3r_0118__SYN_PARA_LINE_N500__r03__auto__screened","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263619,21263618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0231524799315985,0.0971570670717694,0.105018369159693,28,2,"tricube",30,3.1598658262446,0.0491541579573019,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,117.146
"s3r_0119__SYN_PARA_LINE_N500__r03__local_auto__full","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263709,21263708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0268764842109136,0.0895014259874774,0.0971123572556426,21,2,"tricube",90,3.22623493869307,0.0112281801339384,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,167.933
"s3r_0120__SYN_PARA_LINE_N500__r03__local_auto__screened","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263709,21263708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.026455533482876,0.0889073636657728,0.0971693545565897,26,2,"tricube",30,2.73892172628083,0.0352706915372318,8,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,129.57
"s3r_0121__SYN_SADDLE_LINE_N500__r01__auto__full","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361609,21361608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0296158777797642,0.0982115259583215,0.106194576249224,30,2,"tricube",30,2.98879241300186,0.0544343807297184,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,147.389
"s3r_0122__SYN_SADDLE_LINE_N500__r01__auto__screened","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361619,21361618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0304983299375352,0.0917182193133363,0.101192909494561,15,2,"tricube",90,4.82090885712744,0.00795105221962365,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,85.424
"s3r_0123__SYN_SADDLE_LINE_N500__r01__local_auto__full","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361709,21361708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263395762738787,0.0975329775280543,0.103865400260264,31,2,"tricube",30,2.8843337818476,0.0558681036157314,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,164.638
"s3r_0124__SYN_SADDLE_LINE_N500__r01__local_auto__screened","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361709,21361708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263395762738787,0.0975329775280543,0.103865400260264,31,2,"tricube",30,2.8843337818476,0.0558681036157314,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,125.34
"s3r_0125__SYN_SADDLE_LINE_N500__r02__auto__full","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362609,21362608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0235298967198877,0.0950667103882987,0.101644003762557,32,2,"tricube",30,2.68551294525071,0.0597811919762271,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,137.258
"s3r_0126__SYN_SADDLE_LINE_N500__r02__auto__screened","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362619,21362618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0319463984831953,0.0970300220791639,0.106495669522258,25,2,"tricube",30,3.28526790353982,0.0409497016327125,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,86.298
"s3r_0127__SYN_SADDLE_LINE_N500__r02__local_auto__full","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362709,21362708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0267452052307326,0.0941105155367208,0.102272956575128,18,2,"tricube",90,3.8933350386807,0.00990912864037985,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,2,2,NA,NA,NA,NA,NA,NA,143.799
"s3r_0128__SYN_SADDLE_LINE_N500__r02__local_auto__screened","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362709,21362708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263255441340334,0.0940671007367813,0.102371459868951,25,2,"tricube",30,3.02476926387069,0.0415603011408653,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,2,2,NA,NA,NA,NA,NA,NA,108.147
"s3r_0129__SYN_SADDLE_LINE_N500__r03__auto__full","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363609,21363608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0311196860052915,0.101026554785379,0.108669783572346,34,2,"tricube",30,2.98735825134656,0.0678033140645606,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,130.27
"s3r_0130__SYN_SADDLE_LINE_N500__r03__auto__screened","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363619,21363618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0301760015158962,0.0952816245612954,0.105700408938875,15,2,"tricube",90,5.17364146068978,0.00653113572176753,8,8,21,21,12,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,86.881
"s3r_0131__SYN_SADDLE_LINE_N500__r03__local_auto__full","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363709,21363708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241128018141736,0.0982515129548463,0.106097468180495,31,2,"tricube",30,2.9917369978426,0.0628197337649764,8,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,147.026
"s3r_0132__SYN_SADDLE_LINE_N500__r03__local_auto__screened","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363709,21363708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241128018141736,0.0982515129548463,0.106097468180495,31,2,"tricube",30,2.9917369978426,0.0628197337649764,8,8,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,104.108
"s3r_0133__SYN_TWO_PLANES_N600__r01__auto__full","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,1,21461609,21461608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0250175618569592,0.0919985880799339,0.101170234692476,33,2,"tricube",10,2.85960771141144,0.281296659118942,7,7,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",600,2,2,2,1,NA,NA,NA,NA,NA,NA,153.162
"s3r_0134__SYN_TWO_PLANES_N600__r01__auto__screened","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,1,21461619,21461618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0232534350905859,0.0974196412883282,0.10774570300552,33,2,"tricube",10,3.23653953645211,0.286202355476416,7,7,21,21,11,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",600,2,2,2,1,NA,NA,NA,NA,NA,NA,92.102
