"task_id","dataset_id","method","chart_dim_rule","backend_variant","result_path","batch_id","geometry_family","status_path","log_path","status","started_at","finished_at","elapsed_sec","hostname","pid","error_message","error_class"
"bp7x_0132__SYN_SADDLE_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-SADDLE-LINE-N500","ps_lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0132__SYN_SADDLE_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0132__SYN_SADDLE_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0132__SYN_SADDLE_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:14:59 EDT","2026-06-07 01:25:21 EDT",622.003,"pgajerm4-osx","63922",NA,NA
"bp7x_0133__SYN_TWO_PLANES_N600__auto__lps__monomial_tiny_ridge","SYN-TWO-PLANES-N600","lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0133__SYN_TWO_PLANES_N600__auto__lps__monomial_tiny_ridge.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0133__SYN_TWO_PLANES_N600__auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0133__SYN_TWO_PLANES_N600__auto__lps__monomial_tiny_ridge.log","ok","2026-06-07 01:16:29 EDT","2026-06-07 01:16:41 EDT",11.919,"pgajerm4-osx","63988",NA,NA
"bp7x_0134__SYN_TWO_PLANES_N600__auto__lps__weighted_qr_drop_tiny","SYN-TWO-PLANES-N600","lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0134__SYN_TWO_PLANES_N600__auto__lps__weighted_qr_drop_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0134__SYN_TWO_PLANES_N600__auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0134__SYN_TWO_PLANES_N600__auto__lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:16:50 EDT","2026-06-07 01:17:02 EDT",12.586,"pgajerm4-osx","63999",NA,NA
"bp7x_0135__SYN_TWO_PLANES_N600__auto__lps__orthogonal_drop_adaptive_tiny","SYN-TWO-PLANES-N600","lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0135__SYN_TWO_PLANES_N600__auto__lps__orthogonal_drop_adaptive_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0135__SYN_TWO_PLANES_N600__auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0135__SYN_TWO_PLANES_N600__auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:17:16 EDT","2026-06-07 01:17:28 EDT",12.116,"pgajerm4-osx","64012",NA,NA
"bp7x_0136__SYN_TWO_PLANES_N600__auto__ps_lps__monomial_tiny_ridge","SYN-TWO-PLANES-N600","ps_lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0136__SYN_TWO_PLANES_N600__auto__ps_lps__monomial_tiny_ridge.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0136__SYN_TWO_PLANES_N600__auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0136__SYN_TWO_PLANES_N600__auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 01:17:35 EDT","2026-06-07 01:19:19 EDT",103.77,"pgajerm4-osx","64028",NA,NA
"bp7x_0137__SYN_TWO_PLANES_N600__auto__ps_lps__weighted_qr_drop_tiny","SYN-TWO-PLANES-N600","ps_lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0137__SYN_TWO_PLANES_N600__auto__ps_lps__weighted_qr_drop_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0137__SYN_TWO_PLANES_N600__auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0137__SYN_TWO_PLANES_N600__auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:19:31 EDT","2026-06-07 01:35:44 EDT",973.287,"pgajerm4-osx","64089",NA,NA
"bp7x_0138__SYN_TWO_PLANES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-TWO-PLANES-N600","ps_lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0138__SYN_TWO_PLANES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0138__SYN_TWO_PLANES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0138__SYN_TWO_PLANES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:19:34 EDT","2026-06-07 01:35:06 EDT",932.015,"pgajerm4-osx","64104",NA,NA
"bp7x_0139__SYN_TWO_PLANES_N600__local_auto__lps__monomial_tiny_ridge","SYN-TWO-PLANES-N600","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0139__SYN_TWO_PLANES_N600__local_auto__lps__monomial_tiny_ridge.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0139__SYN_TWO_PLANES_N600__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0139__SYN_TWO_PLANES_N600__local_auto__lps__monomial_tiny_ridge.log","ok","2026-06-07 01:25:28 EDT","2026-06-07 01:25:56 EDT",28.631,"pgajerm4-osx","64256",NA,NA
"bp7x_0140__SYN_TWO_PLANES_N600__local_auto__lps__weighted_qr_drop_tiny","SYN-TWO-PLANES-N600","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0140__SYN_TWO_PLANES_N600__local_auto__lps__weighted_qr_drop_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0140__SYN_TWO_PLANES_N600__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0140__SYN_TWO_PLANES_N600__local_auto__lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:26:07 EDT","2026-06-07 01:26:37 EDT",30.032,"pgajerm4-osx","64313",NA,NA
"bp7x_0141__SYN_TWO_PLANES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny","SYN-TWO-PLANES-N600","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0141__SYN_TWO_PLANES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0141__SYN_TWO_PLANES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0141__SYN_TWO_PLANES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:26:48 EDT","2026-06-07 01:27:20 EDT",31.974,"pgajerm4-osx","64355",NA,NA
"bp7x_0142__SYN_TWO_PLANES_N600__local_auto__ps_lps__monomial_tiny_ridge","SYN-TWO-PLANES-N600","ps_lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0142__SYN_TWO_PLANES_N600__local_auto__ps_lps__monomial_tiny_ridge.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0142__SYN_TWO_PLANES_N600__local_auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0142__SYN_TWO_PLANES_N600__local_auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 01:27:33 EDT","2026-06-07 01:29:56 EDT",142.921,"pgajerm4-osx","64401",NA,NA
"bp7x_0143__SYN_TWO_PLANES_N600__local_auto__ps_lps__weighted_qr_drop_tiny","SYN-TWO-PLANES-N600","ps_lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0143__SYN_TWO_PLANES_N600__local_auto__ps_lps__weighted_qr_drop_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0143__SYN_TWO_PLANES_N600__local_auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0143__SYN_TWO_PLANES_N600__local_auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:28:30 EDT","2026-06-07 02:12:23 EDT",2632.762,"pgajerm4-osx","64557",NA,NA
"bp7x_0144__SYN_TWO_PLANES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-TWO-PLANES-N600","ps_lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0144__SYN_TWO_PLANES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB12","synthetic singular sheet union","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0144__SYN_TWO_PLANES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0144__SYN_TWO_PLANES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:30:36 EDT","2026-06-07 01:52:41 EDT",1325.834,"pgajerm4-osx","64605",NA,NA
"bp7x_0145__SYN_SIMPLEX_FACES_N600__auto__lps__monomial_tiny_ridge","SYN-SIMPLEX-FACES-N600","lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0145__SYN_SIMPLEX_FACES_N600__auto__lps__monomial_tiny_ridge.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0145__SYN_SIMPLEX_FACES_N600__auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0145__SYN_SIMPLEX_FACES_N600__auto__lps__monomial_tiny_ridge.log","nonfinite_fit","2026-06-07 01:33:19 EDT","2026-06-07 01:33:34 EDT",13.125,"pgajerm4-osx","64863","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0146__SYN_SIMPLEX_FACES_N600__auto__lps__weighted_qr_drop_tiny","SYN-SIMPLEX-FACES-N600","lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0146__SYN_SIMPLEX_FACES_N600__auto__lps__weighted_qr_drop_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0146__SYN_SIMPLEX_FACES_N600__auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0146__SYN_SIMPLEX_FACES_N600__auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-07 01:33:42 EDT","2026-06-07 01:33:56 EDT",14.152,"pgajerm4-osx","64879","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0147__SYN_SIMPLEX_FACES_N600__auto__lps__orthogonal_drop_adaptive_tiny","SYN-SIMPLEX-FACES-N600","lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0147__SYN_SIMPLEX_FACES_N600__auto__lps__orthogonal_drop_adaptive_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0147__SYN_SIMPLEX_FACES_N600__auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0147__SYN_SIMPLEX_FACES_N600__auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:34:03 EDT","2026-06-07 01:34:19 EDT",15.786,"pgajerm4-osx","64899",NA,NA
"bp7x_0148__SYN_SIMPLEX_FACES_N600__auto__ps_lps__monomial_tiny_ridge","SYN-SIMPLEX-FACES-N600","ps_lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0148__SYN_SIMPLEX_FACES_N600__auto__ps_lps__monomial_tiny_ridge.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0148__SYN_SIMPLEX_FACES_N600__auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0148__SYN_SIMPLEX_FACES_N600__auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 01:34:30 EDT","2026-06-07 01:38:11 EDT",221.494,"pgajerm4-osx","64910",NA,NA
"bp7x_0149__SYN_SIMPLEX_FACES_N600__auto__ps_lps__weighted_qr_drop_tiny","SYN-SIMPLEX-FACES-N600","ps_lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0149__SYN_SIMPLEX_FACES_N600__auto__ps_lps__weighted_qr_drop_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0149__SYN_SIMPLEX_FACES_N600__auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0149__SYN_SIMPLEX_FACES_N600__auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:35:21 EDT","2026-06-07 03:24:39 EDT",6557.873,"pgajerm4-osx","64928",NA,NA
"bp7x_0150__SYN_SIMPLEX_FACES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-SIMPLEX-FACES-N600","ps_lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0150__SYN_SIMPLEX_FACES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0150__SYN_SIMPLEX_FACES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0150__SYN_SIMPLEX_FACES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:35:56 EDT","2026-06-07 02:09:07 EDT",1990.898,"pgajerm4-osx","64947",NA,NA
"bp7x_0151__SYN_SIMPLEX_FACES_N600__local_auto__lps__monomial_tiny_ridge","SYN-SIMPLEX-FACES-N600","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0151__SYN_SIMPLEX_FACES_N600__local_auto__lps__monomial_tiny_ridge.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0151__SYN_SIMPLEX_FACES_N600__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0151__SYN_SIMPLEX_FACES_N600__local_auto__lps__monomial_tiny_ridge.log","nonfinite_fit","2026-06-07 01:38:22 EDT","2026-06-07 01:38:52 EDT",30.775,"pgajerm4-osx","65033","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0152__SYN_SIMPLEX_FACES_N600__local_auto__lps__weighted_qr_drop_tiny","SYN-SIMPLEX-FACES-N600","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0152__SYN_SIMPLEX_FACES_N600__local_auto__lps__weighted_qr_drop_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0152__SYN_SIMPLEX_FACES_N600__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0152__SYN_SIMPLEX_FACES_N600__local_auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-07 01:38:59 EDT","2026-06-07 01:39:32 EDT",33.241,"pgajerm4-osx","65051","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0153__SYN_SIMPLEX_FACES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny","SYN-SIMPLEX-FACES-N600","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0153__SYN_SIMPLEX_FACES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0153__SYN_SIMPLEX_FACES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0153__SYN_SIMPLEX_FACES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:39:41 EDT","2026-06-07 01:40:14 EDT",33.328,"pgajerm4-osx","65066",NA,NA
"bp7x_0154__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__monomial_tiny_ridge","SYN-SIMPLEX-FACES-N600","ps_lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0154__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__monomial_tiny_ridge.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0154__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0154__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 01:40:24 EDT","2026-06-07 01:44:36 EDT",252.041,"pgajerm4-osx","65093",NA,NA
"bp7x_0155__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__weighted_qr_drop_tiny","SYN-SIMPLEX-FACES-N600","ps_lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0155__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__weighted_qr_drop_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0155__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0155__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:44:43 EDT","2026-06-07 03:22:02 EDT",5839.123,"pgajerm4-osx","65275",NA,NA
"bp7x_0156__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-SIMPLEX-FACES-N600","ps_lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0156__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB13","synthetic compositional strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0156__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0156__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:52:49 EDT","2026-06-07 02:21:16 EDT",1706.641,"pgajerm4-osx","65457",NA,NA
"bp7x_0157__SYN_RANK_BLOCKS_N600_P100__auto__lps__monomial_tiny_ridge","SYN-RANK-BLOCKS-N600-P100","lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0157__SYN_RANK_BLOCKS_N600_P100__auto__lps__monomial_tiny_ridge.rds","FB14","synthetic high-dimensional rank strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0157__SYN_RANK_BLOCKS_N600_P100__auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0157__SYN_RANK_BLOCKS_N600_P100__auto__lps__monomial_tiny_ridge.log","ok","2026-06-07 02:09:16 EDT","2026-06-07 02:11:28 EDT",132.16,"pgajerm4-osx","66204",NA,NA
"bp7x_0158__SYN_RANK_BLOCKS_N600_P100__auto__lps__weighted_qr_drop_tiny","SYN-RANK-BLOCKS-N600-P100","lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0158__SYN_RANK_BLOCKS_N600_P100__auto__lps__weighted_qr_drop_tiny.rds","FB14","synthetic high-dimensional rank strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0158__SYN_RANK_BLOCKS_N600_P100__auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0158__SYN_RANK_BLOCKS_N600_P100__auto__lps__weighted_qr_drop_tiny.log","ok","2026-06-07 02:11:40 EDT","2026-06-07 02:12:32 EDT",51.677,"pgajerm4-osx","66282",NA,NA
"bp7x_0159__SYN_RANK_BLOCKS_N600_P100__auto__lps__orthogonal_drop_adaptive_tiny","SYN-RANK-BLOCKS-N600-P100","lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0159__SYN_RANK_BLOCKS_N600_P100__auto__lps__orthogonal_drop_adaptive_tiny.rds","FB14","synthetic high-dimensional rank strata","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0159__SYN_RANK_BLOCKS_N600_P100__auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0159__SYN_RANK_BLOCKS_N600_P100__auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 02:12:33 EDT","2026-06-07 02:13:25 EDT",52.502,"pgajerm4-osx","66307",NA,NA
