"task_id","dataset_id","method","chart_dim_rule","backend_variant","result_path","batch_id","geometry_family","status_path","log_path","status","started_at","finished_at","elapsed_sec","hostname","pid","error_message","error_class"
"bp7x_0030__LA_D1_HC_Lc_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Lc-N500","ps_lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0030__LA_D1_HC_Lc_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB03","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0030__LA_D1_HC_Lc_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0030__LA_D1_HC_Lc_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:01:13 EDT","2026-06-06 23:04:49 EDT",216.618,"pgajerm4-osx","54429",NA,NA
"bp7x_0031__LA_D1_HC_Lc_N500__local_auto__lps__monomial_tiny_ridge","LA-D1-HC-Lc-N500","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0031__LA_D1_HC_Lc_N500__local_auto__lps__monomial_tiny_ridge.rds","FB03","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0031__LA_D1_HC_Lc_N500__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0031__LA_D1_HC_Lc_N500__local_auto__lps__monomial_tiny_ridge.log","nonfinite_fit","2026-06-06 23:01:17 EDT","2026-06-06 23:01:32 EDT",15.187,"pgajerm4-osx","54475","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0032__LA_D1_HC_Lc_N500__local_auto__lps__weighted_qr_drop_tiny","LA-D1-HC-Lc-N500","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0032__LA_D1_HC_Lc_N500__local_auto__lps__weighted_qr_drop_tiny.rds","FB03","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0032__LA_D1_HC_Lc_N500__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0032__LA_D1_HC_Lc_N500__local_auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-06 23:01:37 EDT","2026-06-06 23:01:51 EDT",14.96,"pgajerm4-osx","54774","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0033__LA_D1_HC_Lc_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Lc-N500","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0033__LA_D1_HC_Lc_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB03","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0033__LA_D1_HC_Lc_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0033__LA_D1_HC_Lc_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:01:39 EDT","2026-06-06 23:01:53 EDT",14.515,"pgajerm4-osx","54783",NA,NA
"bp7x_0034__LA_D1_HC_Lc_N500__local_auto__ps_lps__monomial_tiny_ridge","LA-D1-HC-Lc-N500","ps_lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0034__LA_D1_HC_Lc_N500__local_auto__ps_lps__monomial_tiny_ridge.rds","FB03","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0034__LA_D1_HC_Lc_N500__local_auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0034__LA_D1_HC_Lc_N500__local_auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-06 23:01:55 EDT","2026-06-06 23:03:13 EDT",78.027,"pgajerm4-osx","54874",NA,NA
"bp7x_0035__LA_D1_HC_Lc_N500__local_auto__ps_lps__weighted_qr_drop_tiny","LA-D1-HC-Lc-N500","ps_lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0035__LA_D1_HC_Lc_N500__local_auto__ps_lps__weighted_qr_drop_tiny.rds","FB03","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0035__LA_D1_HC_Lc_N500__local_auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0035__LA_D1_HC_Lc_N500__local_auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-06 23:01:55 EDT","2026-06-06 23:16:00 EDT",845.104,"pgajerm4-osx","54875",NA,NA
"bp7x_0036__LA_D1_HC_Lc_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Lc-N500","ps_lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0036__LA_D1_HC_Lc_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB03","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0036__LA_D1_HC_Lc_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0036__LA_D1_HC_Lc_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:01:57 EDT","2026-06-06 23:06:25 EDT",268.325,"pgajerm4-osx","54907",NA,NA
"bp7x_0037__LA_D1_HC_Gv_N500__auto__lps__monomial_tiny_ridge","LA-D1-HC-Gv-N500","lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0037__LA_D1_HC_Gv_N500__auto__lps__monomial_tiny_ridge.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0037__LA_D1_HC_Gv_N500__auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0037__LA_D1_HC_Gv_N500__auto__lps__monomial_tiny_ridge.log","nonfinite_fit","2026-06-06 23:01:57 EDT","2026-06-06 23:02:02 EDT",5.325,"pgajerm4-osx","54908","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0038__LA_D1_HC_Gv_N500__auto__lps__weighted_qr_drop_tiny","LA-D1-HC-Gv-N500","lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0038__LA_D1_HC_Gv_N500__auto__lps__weighted_qr_drop_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0038__LA_D1_HC_Gv_N500__auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0038__LA_D1_HC_Gv_N500__auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-06 23:02:07 EDT","2026-06-06 23:02:12 EDT",5.209,"pgajerm4-osx","54941","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0039__LA_D1_HC_Gv_N500__auto__lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Gv-N500","lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0039__LA_D1_HC_Gv_N500__auto__lps__orthogonal_drop_adaptive_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0039__LA_D1_HC_Gv_N500__auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0039__LA_D1_HC_Gv_N500__auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:02:11 EDT","2026-06-06 23:02:16 EDT",5.343,"pgajerm4-osx","54955",NA,NA
"bp7x_0040__LA_D1_HC_Gv_N500__auto__ps_lps__monomial_tiny_ridge","LA-D1-HC-Gv-N500","ps_lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0040__LA_D1_HC_Gv_N500__auto__ps_lps__monomial_tiny_ridge.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0040__LA_D1_HC_Gv_N500__auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0040__LA_D1_HC_Gv_N500__auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-06 23:02:15 EDT","2026-06-06 23:03:07 EDT",52.008,"pgajerm4-osx","54990",NA,NA
"bp7x_0041__LA_D1_HC_Gv_N500__auto__ps_lps__weighted_qr_drop_tiny","LA-D1-HC-Gv-N500","ps_lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0041__LA_D1_HC_Gv_N500__auto__ps_lps__weighted_qr_drop_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0041__LA_D1_HC_Gv_N500__auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0041__LA_D1_HC_Gv_N500__auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-06 23:02:19 EDT","2026-06-06 23:10:16 EDT",476.208,"pgajerm4-osx","55035",NA,NA
"bp7x_0042__LA_D1_HC_Gv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Gv-N500","ps_lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0042__LA_D1_HC_Gv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0042__LA_D1_HC_Gv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0042__LA_D1_HC_Gv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:02:25 EDT","2026-06-06 23:04:57 EDT",151.437,"pgajerm4-osx","55053",NA,NA
"bp7x_0043__LA_D1_HC_Gv_N500__local_auto__lps__monomial_tiny_ridge","LA-D1-HC-Gv-N500","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0043__LA_D1_HC_Gv_N500__local_auto__lps__monomial_tiny_ridge.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0043__LA_D1_HC_Gv_N500__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0043__LA_D1_HC_Gv_N500__local_auto__lps__monomial_tiny_ridge.log","nonfinite_fit","2026-06-06 23:03:12 EDT","2026-06-06 23:03:27 EDT",15.512,"pgajerm4-osx","55395","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0044__LA_D1_HC_Gv_N500__local_auto__lps__weighted_qr_drop_tiny","LA-D1-HC-Gv-N500","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0044__LA_D1_HC_Gv_N500__local_auto__lps__weighted_qr_drop_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0044__LA_D1_HC_Gv_N500__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0044__LA_D1_HC_Gv_N500__local_auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-06 23:03:15 EDT","2026-06-06 23:03:32 EDT",16.519,"pgajerm4-osx","55404","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0045__LA_D1_HC_Gv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Gv-N500","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0045__LA_D1_HC_Gv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0045__LA_D1_HC_Gv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0045__LA_D1_HC_Gv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:03:26 EDT","2026-06-06 23:03:41 EDT",15.704,"pgajerm4-osx","55442",NA,NA
"bp7x_0046__LA_D1_HC_Gv_N500__local_auto__ps_lps__monomial_tiny_ridge","LA-D1-HC-Gv-N500","ps_lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0046__LA_D1_HC_Gv_N500__local_auto__ps_lps__monomial_tiny_ridge.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0046__LA_D1_HC_Gv_N500__local_auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0046__LA_D1_HC_Gv_N500__local_auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-06 23:03:32 EDT","2026-06-06 23:04:33 EDT",61.068,"pgajerm4-osx","55453",NA,NA
"bp7x_0047__LA_D1_HC_Gv_N500__local_auto__ps_lps__weighted_qr_drop_tiny","LA-D1-HC-Gv-N500","ps_lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0047__LA_D1_HC_Gv_N500__local_auto__ps_lps__weighted_qr_drop_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0047__LA_D1_HC_Gv_N500__local_auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0047__LA_D1_HC_Gv_N500__local_auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-06 23:03:37 EDT","2026-06-06 23:10:56 EDT",438.795,"pgajerm4-osx","55463",NA,NA
"bp7x_0048__LA_D1_HC_Gv_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Gv-N500","ps_lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0048__LA_D1_HC_Gv_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB04","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0048__LA_D1_HC_Gv_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0048__LA_D1_HC_Gv_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:03:46 EDT","2026-06-06 23:06:13 EDT",146.378,"pgajerm4-osx","55503",NA,NA
"bp7x_0049__LA_D1_HC_Bv_N500__auto__lps__monomial_tiny_ridge","LA-D1-HC-Bv-N500","lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0049__LA_D1_HC_Bv_N500__auto__lps__monomial_tiny_ridge.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0049__LA_D1_HC_Bv_N500__auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0049__LA_D1_HC_Bv_N500__auto__lps__monomial_tiny_ridge.log","nonfinite_fit","2026-06-06 23:04:36 EDT","2026-06-06 23:04:42 EDT",6.058,"pgajerm4-osx","55601","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0050__LA_D1_HC_Bv_N500__auto__lps__weighted_qr_drop_tiny","LA-D1-HC-Bv-N500","lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0050__LA_D1_HC_Bv_N500__auto__lps__weighted_qr_drop_tiny.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0050__LA_D1_HC_Bv_N500__auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0050__LA_D1_HC_Bv_N500__auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-06 23:04:47 EDT","2026-06-06 23:04:53 EDT",6.312,"pgajerm4-osx","55644","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0051__LA_D1_HC_Bv_N500__auto__lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Bv-N500","lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0051__LA_D1_HC_Bv_N500__auto__lps__orthogonal_drop_adaptive_tiny.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0051__LA_D1_HC_Bv_N500__auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0051__LA_D1_HC_Bv_N500__auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:04:56 EDT","2026-06-06 23:05:03 EDT",7.061,"pgajerm4-osx","55887",NA,NA
"bp7x_0052__LA_D1_HC_Bv_N500__auto__ps_lps__monomial_tiny_ridge","LA-D1-HC-Bv-N500","ps_lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0052__LA_D1_HC_Bv_N500__auto__ps_lps__monomial_tiny_ridge.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0052__LA_D1_HC_Bv_N500__auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0052__LA_D1_HC_Bv_N500__auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-06 23:04:56 EDT","2026-06-06 23:06:10 EDT",73.602,"pgajerm4-osx","55920",NA,NA
"bp7x_0053__LA_D1_HC_Bv_N500__auto__ps_lps__weighted_qr_drop_tiny","LA-D1-HC-Bv-N500","ps_lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0053__LA_D1_HC_Bv_N500__auto__ps_lps__weighted_qr_drop_tiny.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0053__LA_D1_HC_Bv_N500__auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0053__LA_D1_HC_Bv_N500__auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-06 23:04:57 EDT","2026-06-06 23:19:43 EDT",886.364,"pgajerm4-osx","55931",NA,NA
"bp7x_0054__LA_D1_HC_Bv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Bv-N500","ps_lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0054__LA_D1_HC_Bv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0054__LA_D1_HC_Bv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0054__LA_D1_HC_Bv_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:05:00 EDT","2026-06-06 23:10:18 EDT",317.13,"pgajerm4-osx","55941",NA,NA
"bp7x_0055__LA_D1_HC_Bv_N500__local_auto__lps__monomial_tiny_ridge","LA-D1-HC-Bv-N500","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0055__LA_D1_HC_Bv_N500__local_auto__lps__monomial_tiny_ridge.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0055__LA_D1_HC_Bv_N500__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0055__LA_D1_HC_Bv_N500__local_auto__lps__monomial_tiny_ridge.log","nonfinite_fit","2026-06-06 23:05:07 EDT","2026-06-06 23:05:24 EDT",17.112,"pgajerm4-osx","55957","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0056__LA_D1_HC_Bv_N500__local_auto__lps__weighted_qr_drop_tiny","LA-D1-HC-Bv-N500","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0056__LA_D1_HC_Bv_N500__local_auto__lps__weighted_qr_drop_tiny.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0056__LA_D1_HC_Bv_N500__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0056__LA_D1_HC_Bv_N500__local_auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-06 23:05:30 EDT","2026-06-06 23:05:46 EDT",16.685,"pgajerm4-osx","56028","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0057__LA_D1_HC_Bv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","LA-D1-HC-Bv-N500","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0057__LA_D1_HC_Bv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB05","VALENCIA depth-1 hypercube","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0057__LA_D1_HC_Bv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0057__LA_D1_HC_Bv_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:05:52 EDT","2026-06-06 23:06:09 EDT",16.612,"pgajerm4-osx","56076",NA,NA
