"batch_id","dataset_id","method","status","selected_lambda_sync","lambda_ridge","selected_support_size","selected_degree","selected_kernel","selected_chart_dim","selected_cv_rmse_observed","observed_rmse","truth_rmse","total_local_gcv_ps","sync_energy","mean_sync_squared_disagreement","ridge_median","ridge_max","elapsed_sec"
"FB05","LA-D1-HC-Bv-N500","PS-LPS auto","ok",1,1e-08,15,2,"tricube",2,0.132763519176998,0.0835437039454355,0.0478275966830696,4.86827770356541,0.273822592440799,4.08046204721034e-05,3.75827112450676e-06,3.75827112450676e-06,6.65800000000002
"FB05","LA-D1-HC-Bv-N500","PS-LPS local.auto","ok",1,1e-08,34,2,"gaussian",2,0.108571141982079,0.0933782691382348,0.0331570287789357,5.12418542360099,0.569378253073805,3.55162182897341e-05,9.45633017300159e-06,9.45633017300159e-06,30.463
"FB06","LA-D2-RAW-N500","ridge-LPS auto","ok",0,1e-08,30,2,"tricube",4,1.04357881700712,0.0529219893080869,0.0798288021529095,2.9175456341405,12.2582998256955,0.000891318305779958,7.25956339455257e-08,2.28834721393284e-07,0.768000000000001
"FB06","LA-D2-RAW-N500","ridge-LPS local.auto","ok",0,1e-08,33,2,"gaussian",4,1.62048980506185,0.070040776222058,0.0672797649189568,35.3455355241443,17.4285290670214,0.00113796670582639,2.43663392808951e-07,3.05066602872658e-07,0.944000000000017
"FB06","LA-D2-RAW-N500","PS-LPS auto","ok",1,1e-08,30,2,"tricube",4,0.165685763850677,0.0759566289157904,0.0515165059898884,3.76943090971654,0.68806581762841,5.00302380880016e-05,3.17019283078651e-06,3.17019283078651e-06,24.799
"FB06","LA-D2-RAW-N500","PS-LPS local.auto","ok",1,1e-08,33,2,"gaussian",4,0.94511383014516,0.083466833872123,0.0443316431140221,44.8293141047914,3.08613742206173,0.000201504190193335,3.58603076864459e-06,3.58603076864459e-06,31.298
"FB07","LA-D2-HC-TOP1-N500","ridge-LPS auto","ok",0,1e-08,21,2,"gaussian",3,3.09908421187266,0.0774222839515762,0.0639628538130236,11.4651490779855,8.09361135266617,0.000867668456769558,1.59727892847199e-07,2.61615092724619e-06,0.47399999999999
"FB07","LA-D2-HC-TOP1-N500","ridge-LPS local.auto","ok",0,1e-08,35,2,"gaussian",3,1.00606201307962,0.0951470718962905,0.0587718763729782,26.4994184241727,16.3745738316009,0.000986687586718729,2.67421024924046e-07,5.01821547714781e-06,0.930000000000007
"FB07","LA-D2-HC-TOP1-N500","PS-LPS auto","ok",1,1e-08,21,2,"gaussian",3,1.42773873673216,0.0957162883592445,0.0577820108723341,14.1104755023387,2.06336939158529,0.000221201693253111,9.59472335489005e-06,9.59472335489005e-06,11.993
"FB07","LA-D2-HC-TOP1-N500","PS-LPS local.auto","ok",1,1e-08,35,2,"gaussian",3,0.300711394350755,0.107359158670535,0.055717501125356,32.1721789345515,6.08573738872249,0.000366710095739662,2.00094425414248e-05,2.00094425414248e-05,34.474
"FB08","LA-D3-RAW-N500","ridge-LPS auto","ok",0,1e-08,31,2,"gaussian",4,0.658069940331271,0.0734162428266132,0.0611942407723467,10.6321962872899,8.98519528680462,0.000620181895045601,2.32411342452228e-07,2.91679844965533e-07,0.915999999999997
"FB08","LA-D3-RAW-N500","ridge-LPS local.auto","ok",0,1e-08,33,2,"gaussian",4,1.05313475459438,0.0765288915846585,0.0594698545214709,35.402499179946,19.9883966696909,0.00128749737118256,2.47411329581665e-07,3.04575341311395e-07,0.991999999999962
"FB08","LA-D3-RAW-N500","PS-LPS auto","ok",1,1e-08,31,2,"gaussian",4,0.197088513904268,0.082877523082649,0.0461047959620609,11.878844620465,1.4589825804774,0.000100702828677281,2.77135240407856e-06,2.77135240407856e-06,27.408
"FB08","LA-D3-RAW-N500","PS-LPS local.auto","ok",1,1e-08,33,2,"gaussian",4,1.00433418557904,0.0876548248797302,0.0436911692748442,41.1961103654032,3.59636166844653,0.000231649705099546,2.94399426958672e-06,2.94399426958672e-06,31.507
"FB09","LA-13K-SUB-N500","ridge-LPS auto","ok",0,1e-08,15,2,"gaussian",3,3.10453553095031,0.0467727976351117,0.087291860471466,14.6609846636734,13.2421099642204,0.00225033732614002,1.0867088204996e-07,1.39410239974917e-07,0.600000000000023
"FB09","LA-13K-SUB-N500","ridge-LPS local.auto","ok",0,1e-08,15,2,"gaussian",3,2.61837485850918,0.0477404038834722,0.0864786624090959,14.1419060476203,13.7730070362886,0.00234055689846208,1.0867088204996e-07,1.39410239974917e-07,0.595000000000027
"FB09","LA-13K-SUB-N500","PS-LPS auto","ok",1,1e-08,15,2,"gaussian",3,0.52630576252396,0.0640412877351169,0.0636521703170962,18.5840853137371,1.8951397185493,0.000322056202404679,1.35936485468532e-06,1.35936485468532e-06,6.14499999999998
"FB09","LA-13K-SUB-N500","PS-LPS local.auto","ok",1,1e-08,15,2,"gaussian",3,0.258760915185019,0.06600826926501,0.0617842600298582,18.1635791543926,1.99537959180094,0.00033909076328321,1.35936485468532e-06,1.35936485468532e-06,5.99900000000002
"FB10","SYN-PARA-LINE-N500","ridge-LPS auto","ok",0,1e-08,35,2,"gaussian",2,0.1113789643596,0.0956713719914399,0.0321825423391979,5.28219405494034,5.41992559922221,0.00037723512114748,2.7813755488352e-07,3.09285747695378e-07,0.18199999999996
"FB10","SYN-PARA-LINE-N500","ridge-LPS local.auto","ok",0,1e-08,32,2,"gaussian",2,0.112743753867106,0.0943153171379766,0.0332785154175342,5.37110965484436,5.68881373839265,0.000435807541490911,2.53856882757667e-07,2.85570724015271e-07,0.185999999999979
"FB10","SYN-PARA-LINE-N500","PS-LPS auto","ok",1,1e-08,35,2,"gaussian",2,0.108448768938567,0.09568242754776,0.0290423785805415,5.36422323128584,0.865147950062741,6.02156221109838e-05,2.55062269641958e-06,2.55062269641958e-06,26.156
"FB10","SYN-PARA-LINE-N500","PS-LPS local.auto","ok",1,1e-08,32,2,"gaussian",2,0.109052847774004,0.0948226937172946,0.0294824343394256,5.4847029165831,0.8710370617067,6.67282385865421e-05,2.29711772046933e-06,2.29711772046933e-06,21.675
"FB11","SYN-SADDLE-LINE-N500","ridge-LPS auto","ok",0,1e-08,32,2,"gaussian",2,0.113091159534634,0.0925376232493732,0.0388832736496575,5.30100186640722,6.12947951822996,0.000463441669671532,2.54922565056219e-07,2.81095097443344e-07,0.176999999999964
"FB11","SYN-SADDLE-LINE-N500","ridge-LPS local.auto","ok",0,1e-08,32,2,"gaussian",2,0.112988329393043,0.0925037621626034,0.0389088317626622,5.29379613303719,6.16961964030084,0.000466476610099675,2.54922565056219e-07,2.81095097443344e-07,0.177000000000021
"FB11","SYN-SADDLE-LINE-N500","PS-LPS auto","ok",1,1e-08,32,2,"gaussian",2,0.105288252262416,0.0927423823257479,0.0348394503537633,5.40268366083703,1.06688808112988,8.0665967183829e-05,2.4291664317724e-06,2.4291664317724e-06,22.287
"FB11","SYN-SADDLE-LINE-N500","PS-LPS local.auto","ok",1,1e-08,32,2,"gaussian",2,0.105224003626104,0.0927033988991721,0.0348666546675399,5.39626732942818,1.06925057790251,8.08445923747031e-05,2.4291664317724e-06,2.4291664317724e-06,22.405
"FB12","SYN-TWO-PLANES-N600","ridge-LPS auto","ok",0,1e-08,35,2,"gaussian",2,0.111183428933184,0.0920286902824453,0.0376103789793844,5.87009473592198,10.8196494262564,0.00063029531832016,2.75615688396001e-07,2.97596783332775e-07,0.227000000000089
"FB12","SYN-TWO-PLANES-N600","ridge-LPS local.auto","ok",0,1e-08,35,2,"gaussian",2,0.111669618557884,0.0914499297480495,0.0383558368241412,6.07029412378729,9.76986885616494,0.000569140677118348,2.75615688396001e-07,2.97596783332775e-07,0.216999999999985
"FB12","SYN-TWO-PLANES-N600","PS-LPS auto","ok",1,1e-08,35,2,"gaussian",2,0.107974523090759,0.092796567203916,0.0317031064186862,6.0319759330906,1.86040778210164,0.000108377477774784,2.3737679246715e-06,2.3737679246715e-06,39.075
"FB12","SYN-TWO-PLANES-N600","PS-LPS local.auto","ok",1,1e-08,35,2,"gaussian",2,0.108380356554144,0.0922216424847531,0.0335133907146345,6.2407313126426,1.56583534419115,9.12172518555811e-05,2.3737679246715e-06,2.3737679246715e-06,43.354
"FB13","SYN-SIMPLEX-FACES-N600","ridge-LPS auto","ok",0,1e-08,16,2,"tricube",3,0.329722898686512,0.0561018056962889,0.078784992052789,9.61651659607617,15.1289939094279,0.00168179074925758,5.42825623037268e-08,1.6e-07,0.239000000000033
"FB13","SYN-SIMPLEX-FACES-N600","ridge-LPS local.auto","ok",0,1e-08,33,2,"gaussian",3,0.165320436389719,0.0826000735687974,0.0538635081548668,6.57193312721016,13.2206225101714,0.000666362022220068,2.44866563077979e-07,3.26080118066303e-07,0.266999999999939
"FB13","SYN-SIMPLEX-FACES-N600","PS-LPS auto","ok",1,1e-08,16,2,"tricube",3,0.121411196986177,0.0730129241572479,0.0577088523413456,11.6164682825505,0.427090870421991,4.74768830808019e-05,5.33560399406082e-06,5.33560399406082e-06,12.654
"FB13","SYN-SIMPLEX-FACES-N600","PS-LPS local.auto","ok",1,1e-08,33,2,"gaussian",3,0.104778577858036,0.087224700839524,0.0389399027667966,7.0539903997367,1.79615710274253,9.05321121064921e-05,1.12060801128643e-05,1.12060801128643e-05,51.4300000000001
"FB14","SYN-RANK-BLOCKS-N600-P100","ridge-LPS auto","ok",0,1e-08,35,2,"gaussian",6,5.43282842812465,0.00183041728044324,0.100130409589571,20.5094667585069,40.9584382333888,0.00238185847173202,2.45063945924963e-07,1.27894463361577e-05,1.75799999999992
"FB14","SYN-RANK-BLOCKS-N600-P100","ridge-LPS local.auto","ok",0,1e-08,35,2,"gaussian",6,4.9210872349451,0.0196717907705054,0.0986482509182137,17.1642672130261,46.2220888625752,0.00268795585688927,2.45063945924963e-07,1.27894463361577e-05,1.74900000000002
"FB14","SYN-RANK-BLOCKS-N600-P100","PS-LPS auto","ok",1,1e-08,35,2,"gaussian",6,0.264392797536688,0.0414297210882616,0.0749699796045122,36.6563535416921,5.67390454973574,0.000329954905569863,4.40671766715945e-05,4.40671766715945e-05,56.36
"FB14","SYN-RANK-BLOCKS-N600-P100","PS-LPS local.auto","ok",1,1e-08,35,2,"gaussian",6,0.141815587802264,0.049771465604482,0.068431857714423,32.1951411170099,6.3835104967209,0.000371220662012701,4.40671766715945e-05,4.40671766715945e-05,54.882
