"local.candidate.id","support.size","degree","kernel","chart.dim","chart.dim.mode","selected.lambda.sync","selected.lambda.ridge","selected.cv.rmse.observed","selected.total.local.gcv.ps","selected.sync.energy","selected.mean.sync.squared.disagreement","evaluated.lambda.count","unique.lambda.count","boundary.expansion.count","local.candidate.elapsed.sec","lambda.search.elapsed.sec","frame.prep.elapsed.sec","system.cache.elapsed.sec","fold.component.cache.elapsed.sec","final.solve.elapsed.sec","local.candidate.status","screening.cv.rmse.observed","screening.rank","screening.reason","task_id","pair_id","search_policy","chart_dim_rule","candidate_key"
11,25,2,"tricube",2,"local.auto",90,0,0.102220886874911,4.89011934745946,0.0100591676857917,3.59110192602533e-07,8,8,2,3.043,1.863,0.0899999999999999,0.0100000000000016,0.524000000000001,0.036999999999999,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","25|2|tricube"
12,26,2,"tricube",2,"local.auto",90,0,0.102776867144521,3.55058435162509,0.01315230312383,4.49379313683951e-07,8,8,2,2.385,1.493,0.088000000000001,0.0109999999999957,0.333000000000006,0.0280000000000058,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","26|2|tricube"
13,27,2,"tricube",2,"local.auto",90,0,0.102193951924877,3.54444054386461,0.0135957731849888,4.43994359667236e-07,8,8,2,2.461,1.57,0.088000000000001,0.00900000000000034,0.345999999999997,0.0319999999999965,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","27|2|tricube"
14,28,2,"tricube",2,"local.auto",30,0,0.102878070058445,3.38963167289669,0.0328031346488119,1.0283275561791e-06,8,8,2,2.478,1.529,0.0910000000000011,0.00900000000000034,0.372,0.0249999999999986,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","28|2|tricube"
15,29,2,"tricube",2,"local.auto",30,0,0.102471002643685,3.3101356073329,0.0335482176054117,1.0121347311217e-06,8,8,2,2.443,1.506,0.097999999999999,0.00799999999999557,0.364000000000004,0.0309999999999988,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","29|2|tricube"
16,30,2,"tricube",2,"local.auto",30,0,0.102332834691136,3.17533279798078,0.0408830895055638,1.18761607913227e-06,8,8,2,2.531,1.588,0.0930000000000035,0.0100000000000051,0.366,0.0289999999999964,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","30|2|tricube"
17,31,2,"tricube",2,"local.auto",30,0,0.102779354445545,3.1537506484753,0.0508336808606564,1.42317513638293e-06,8,8,2,2.5,1.495,0.0899999999999963,0.00900000000000034,0.395000000000003,0.0329999999999941,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","31|2|tricube"
18,32,2,"tricube",2,"local.auto",30,0,0.1024912839451,3.10704451477477,0.0610954781237157,1.65062689026113e-06,8,8,2,2.402,1.465,0.0889999999999986,0.00800000000000267,0.393000000000001,0.0289999999999964,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","32|2|tricube"
19,33,2,"tricube",2,"local.auto",30,0,0.102517923975099,3.08443177264573,0.0646055636789053,1.68735802200365e-06,8,8,2,2.571,1.504,0.0910000000000011,0.00900000000000034,0.420999999999999,0.034000000000006,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","33|2|tricube"
20,34,2,"tricube",2,"local.auto",30,0,0.102560251137817,3.06691706241267,0.0684554076782891,1.72797374642469e-06,8,8,2,2.743,1.614,0.0970000000000013,0.0100000000000051,0.533999999999999,0.0290000000000035,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","34|2|tricube"
