"task_id","pair_id","batch_id","dataset_id","geometry_family","n","p","repetition","pair_seed_base","pair_response_seed","pair_fold_seed","response_seed","fold_seed","sigma","method","chart_dim_rule","search_policy","backend_variant","design_basis","support_grid","degree_grid","kernel_grid","lambda_sync_search","status","truth_rmse","observed_rmse","selected_cv_rmse_observed","selected_support_size","selected_degree","selected_kernel","selected_lambda_sync","selected_total_local_gcv_ps","selected_sync_energy","finite_cv_candidates","total_cv_candidates","chart_dim_n","chart_dim_min","chart_dim_median","chart_dim_max","chart_dim_unique","timing_frame_prep_sec","timing_system_cache_sec","timing_fold_cache_sec","timing_lambda_search_sec","timing_final_solve_sec","timing_total_fit_sec","elapsed_sec","local_candidates_total","local_candidates_evaluated","local_candidates_finite","local_candidates_evaluated_supports","selected_candidate_key","evaluated_candidate_keys"
"s3r_0131__SYN_SADDLE_LINE_N500__r03__local_auto__full","SYN_SADDLE_LINE_N500__r03__local_auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363707,21363709,21363708,21363709,21363708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241128018141736,0.0982515129548463,0.106097468180495,31,2,"tricube",30,2.9917369978426,0.0628197337649764,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,54.804,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","31|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0132__SYN_SADDLE_LINE_N500__r03__local_auto__screened","SYN_SADDLE_LINE_N500__r03__local_auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363707,21363709,21363708,21363709,21363708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241128018141736,0.0982515129548463,0.106097468180495,31,2,"tricube",30,2.9917369978426,0.0628197337649764,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,39.579,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","31|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0133__SYN_TWO_PLANES_N600__r01__auto__full","SYN_TWO_PLANES_N600__r01__auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,1,21461607,21461609,21461608,21461609,21461608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0250175618569592,0.0919985880799339,0.101170234692476,33,2,"tricube",10,2.85960771141144,0.281296659118942,7,7,600,2,2,2,1,NA,NA,NA,NA,NA,NA,58.283,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","33|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0134__SYN_TWO_PLANES_N600__r01__auto__screened","SYN_TWO_PLANES_N600__r01__auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,1,21461607,21461609,21461608,21461609,21461608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0250175618569592,0.0919985880799339,0.101170234692476,33,2,"tricube",10,2.85960771141144,0.281296659118942,7,7,600,2,2,2,1,NA,NA,NA,NA,NA,NA,33.809,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","33|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0135__SYN_TWO_PLANES_N600__r01__local_auto__full","SYN_TWO_PLANES_N600__r01__local_auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,1,21461707,21461709,21461708,21461709,21461708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0157562808681064,0.091501293046378,0.0990174471505065,27,2,"tricube",30,3.45765532027151,0.0460201259834716,8,8,600,2,2,3,2,NA,NA,NA,NA,NA,NA,81.671,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","27|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0136__SYN_TWO_PLANES_N600__r01__local_auto__screened","SYN_TWO_PLANES_N600__r01__local_auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,1,21461707,21461709,21461708,21461709,21461708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0157562808681064,0.091501293046378,0.0990174471505065,27,2,"tricube",30,3.45765532027151,0.0460201259834716,8,8,600,2,2,3,2,NA,NA,NA,NA,NA,NA,54.913,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","27|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0137__SYN_TWO_PLANES_N600__r02__auto__full","SYN_TWO_PLANES_N600__r02__auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,2,21462607,21462609,21462608,21462609,21462608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0227254734237284,0.0964633426285521,0.10513704488581,33,2,"tricube",10,3.1548869061861,0.270605538320007,8,8,600,2,2,2,1,NA,NA,NA,NA,NA,NA,59.254,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","33|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0138__SYN_TWO_PLANES_N600__r02__auto__screened","SYN_TWO_PLANES_N600__r02__auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,2,21462607,21462609,21462608,21462609,21462608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0227254734237284,0.0964633426285521,0.10513704488581,33,2,"tricube",10,3.1548869061861,0.270605538320007,8,8,600,2,2,2,1,NA,NA,NA,NA,NA,NA,35.335,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","33|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0139__SYN_TWO_PLANES_N600__r02__local_auto__full","SYN_TWO_PLANES_N600__r02__local_auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,2,21462707,21462709,21462708,21462709,21462708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0271130713242266,0.100079683734111,0.105942126159981,28,2,"tricube",90,4.06876650402174,0.0192291430940409,8,8,600,2,2,3,2,NA,NA,NA,NA,NA,NA,79.434,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","28|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0140__SYN_TWO_PLANES_N600__r02__local_auto__screened","SYN_TWO_PLANES_N600__r02__local_auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,2,21462707,21462709,21462708,21462709,21462708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0271130713242266,0.100079683734111,0.105942126159981,28,2,"tricube",90,4.06876650402174,0.0192291430940409,8,8,600,2,2,3,2,NA,NA,NA,NA,NA,NA,56.245,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","28|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0141__SYN_TWO_PLANES_N600__r03__auto__full","SYN_TWO_PLANES_N600__r03__auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,3,21463607,21463609,21463608,21463609,21463608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0269328311108341,0.096367793278788,0.106580087820048,18,2,"tricube",30,4.88931252170334,0.0455227166617337,8,8,600,2,2,2,1,NA,NA,NA,NA,NA,NA,57.903,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","18|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0142__SYN_TWO_PLANES_N600__r03__auto__screened","SYN_TWO_PLANES_N600__r03__auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,3,21463607,21463609,21463608,21463609,21463608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0249382007567501,0.0978186926163488,0.106704936463343,31,2,"tricube",10,3.33202397194995,0.24723083203954,8,8,600,2,2,2,1,NA,NA,NA,NA,NA,NA,34.475,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","31|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0143__SYN_TWO_PLANES_N600__r03__local_auto__full","SYN_TWO_PLANES_N600__r03__local_auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,3,21463707,21463709,21463708,21463709,21463708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241183849270346,0.0958806790442523,0.10115720237457,25,2,"tricube",90,4.06295919784673,0.0139409377115758,8,8,600,2,2,3,2,NA,NA,NA,NA,NA,NA,77.245,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0144__SYN_TWO_PLANES_N600__r03__local_auto__screened","SYN_TWO_PLANES_N600__r03__local_auto","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,3,21463707,21463709,21463708,21463709,21463708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241183849270346,0.0958806790442523,0.10115720237457,25,2,"tricube",90,4.06295919784673,0.0139409377115758,8,8,600,2,2,3,2,NA,NA,NA,NA,NA,NA,52.358,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0145__SYN_SIMPLEX_FACES_N600__r01__auto__full","SYN_SIMPLEX_FACES_N600__r01__auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,1,21561607,21561609,21561608,21561609,21561608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0214439842693739,0.0967605599212818,0.101145901606735,22,2,"tricube",90,8.21290920409722,0.0144889520741156,7,8,600,3,3,3,1,NA,NA,NA,NA,NA,NA,128.531,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","22|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0146__SYN_SIMPLEX_FACES_N600__r01__auto__screened","SYN_SIMPLEX_FACES_N600__r01__auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,1,21561607,21561609,21561608,21561609,21561608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0218821201250536,0.0956670736893788,0.101629062205634,25,2,"tricube",30,6.37897061693519,0.0379350806961001,7,8,600,3,3,3,1,NA,NA,NA,NA,NA,NA,29.708,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0147__SYN_SIMPLEX_FACES_N600__r01__local_auto__full","SYN_SIMPLEX_FACES_N600__r01__local_auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,1,21561707,21561709,21561708,21561709,21561708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0221068182079917,0.0962536601834977,0.100862352540319,35,2,"tricube",30,3.81593112748564,0.0619811690594154,7,8,600,1,3,4,4,NA,NA,NA,NA,NA,NA,135.994,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0148__SYN_SIMPLEX_FACES_N600__r01__local_auto__screened","SYN_SIMPLEX_FACES_N600__r01__local_auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,1,21561707,21561709,21561708,21561709,21561708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0221068182079917,0.0962536601834977,0.100862352540319,35,2,"tricube",30,3.81593112748564,0.0619811690594154,7,8,600,1,3,4,4,NA,NA,NA,NA,NA,NA,37.653,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0149__SYN_SIMPLEX_FACES_N600__r02__auto__full","SYN_SIMPLEX_FACES_N600__r02__auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,2,21562607,21562609,21562608,21562609,21562608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0222842210181717,0.0937224460719377,0.0998041217665238,18,2,"tricube",90,10.7507119241199,0.00755888962276813,7,8,600,3,3,3,1,NA,NA,NA,NA,NA,NA,131.341,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","18|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0150__SYN_SIMPLEX_FACES_N600__r02__auto__screened","SYN_SIMPLEX_FACES_N600__r02__auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,2,21562607,21562609,21562608,21562609,21562608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0255170428875463,0.0930169616724347,0.100253141833176,16,2,"tricube",90,15.3972680355752,0.00506944216384937,7,8,600,3,3,3,1,NA,NA,NA,NA,NA,NA,29.027,21,4,4,"15;16;25;35","16|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0151__SYN_SIMPLEX_FACES_N600__r02__local_auto__full","SYN_SIMPLEX_FACES_N600__r02__local_auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,2,21562707,21562709,21562708,21562709,21562708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0225376403861983,0.103262171249608,0.107810274227239,34,2,"tricube",30,4.83094946106876,0.0617723706510058,7,8,600,1,3,4,4,NA,NA,NA,NA,NA,NA,136.685,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","34|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0152__SYN_SIMPLEX_FACES_N600__r02__local_auto__screened","SYN_SIMPLEX_FACES_N600__r02__local_auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,2,21562707,21562709,21562708,21562709,21562708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0221911840548326,0.10353046274302,0.10795910472356,35,2,"tricube",30,4.59954908146453,0.069744006295255,7,8,600,1,3,4,4,NA,NA,NA,NA,NA,NA,37.809,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0153__SYN_SIMPLEX_FACES_N600__r03__auto__full","SYN_SIMPLEX_FACES_N600__r03__auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,3,21563607,21563609,21563608,21563609,21563608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0265494067487512,0.0936437122340525,0.101516408936133,22,2,"tricube",30,7.43422398798467,0.0305128746591824,7,8,600,3,3,3,1,NA,NA,NA,NA,NA,NA,127.322,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","22|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0154__SYN_SIMPLEX_FACES_N600__r03__auto__screened","SYN_SIMPLEX_FACES_N600__r03__auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,3,21563607,21563609,21563608,21563609,21563608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0260713632929408,0.0945804161516032,0.101889507917723,35,2,"tricube",10,4.33250091390017,0.183042288148932,7,8,600,3,3,3,1,NA,NA,NA,NA,NA,NA,30.107,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0155__SYN_SIMPLEX_FACES_N600__r03__local_auto__full","SYN_SIMPLEX_FACES_N600__r03__local_auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,3,21563707,21563709,21563708,21563709,21563708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0247631094291405,0.0984858267412671,0.103670535079545,22,2,"tricube",90,432.605007449488,0.0140234457184184,7,8,600,1,3,5,5,NA,NA,NA,NA,NA,NA,135.945,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","22|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0156__SYN_SIMPLEX_FACES_N600__r03__local_auto__screened","SYN_SIMPLEX_FACES_N600__r03__local_auto","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,3,21563707,21563709,21563708,21563709,21563708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0249776529448618,0.0995385491796885,0.104034870876078,25,2,"tricube",90,36.8798687360096,0.0201935249530714,7,8,600,1,3,5,5,NA,NA,NA,NA,NA,NA,38.018,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0157__SYN_RANK_BLOCKS_N600_P100__r01__auto__full","SYN_RANK_BLOCKS_N600_P100__r01__auto","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,1,21661607,21661609,21661608,21661609,21661608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0465235241434017,0.0851256929458708,0.116015301771398,35,2,"tricube",90,12.7911715584023,0.0117837439185723,7,8,600,6,6,6,1,NA,NA,NA,NA,NA,NA,2638.719,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0158__SYN_RANK_BLOCKS_N600_P100__r01__auto__screened","SYN_RANK_BLOCKS_N600_P100__r01__auto","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,1,21661607,21661609,21661608,21661609,21661608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0465235241434017,0.0851256929458708,0.116015301771398,35,2,"tricube",90,12.7911715584023,0.0117837439185723,7,8,600,6,6,6,1,NA,NA,NA,NA,NA,NA,2233.294,21,12,12,"15;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0159__SYN_RANK_BLOCKS_N600_P100__r01__local_auto__full","SYN_RANK_BLOCKS_N600_P100__r01__local_auto","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,1,21661707,21661709,21661708,21661709,21661708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0432340095573598,0.0825662385118486,0.113763047167954,24,2,"tricube",90,28.9107211848079,0.00962613674926486,7,8,600,1,5,5,4,NA,NA,NA,NA,NA,NA,2248.26,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","24|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0160__SYN_RANK_BLOCKS_N600_P100__r01__local_auto__screened","SYN_RANK_BLOCKS_N600_P100__r01__local_auto","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,1,21661707,21661709,21661708,21661709,21661708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0466758847053451,0.0815864354320291,0.118160848667829,35,2,"tricube",10,10.1524024257302,0.166889988718334,6,7,600,1,6,6,6,NA,NA,NA,NA,NA,NA,1750.752,21,12,12,"21;22;26;27;28;29;30;31;32;33;34;35","35|2|tricube","21|2|tricube;22|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0161__SYN_RANK_BLOCKS_N600_P100__r02__auto__full","SYN_RANK_BLOCKS_N600_P100__r02__auto","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,2,21662607,21662609,21662608,21662609,21662608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0422154297223928,0.0856801613260732,0.118544644151145,35,2,"tricube",90,12.5498389944243,0.0119459036339375,7,8,600,6,6,6,1,NA,NA,NA,NA,NA,NA,2628.796,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0162__SYN_RANK_BLOCKS_N600_P100__r02__auto__screened","SYN_RANK_BLOCKS_N600_P100__r02__auto","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,2,21662607,21662609,21662608,21662609,21662608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0422154297223928,0.0856801613260732,0.118544644151145,35,2,"tricube",90,12.5498389944243,0.0119459036339375,7,8,600,6,6,6,1,NA,NA,NA,NA,NA,NA,2157.177,21,12,12,"21;22;23;26;27;28;29;30;32;33;34;35","35|2|tricube","21|2|tricube;22|2|tricube;23|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
