"point","truth","y","fit_auto","fit_local_auto","error_auto","error_local_auto","abs_error_auto","abs_error_local_auto","squared_error_auto","squared_error_local_auto","rmse_component","mse_component","local_dim","auto_dim","dim_deviation","region","PC1","PC2","helps_local_auto","component_abs_rank","component_signed_rank"
236,0.38301879904276,0.373200924642237,0.339580100875602,0.337943780392904,-0.0434386981671582,-0.0450750186498561,0.0434386981671582,0.0450750186498561,0.00188692049845748,0.00203175730628488,3.02243414863112e-06,2.89673615654806e-07,1,2,-1,"Lc",1.48059364920003,-0.130099657394756,FALSE,225,139
237,0.125374433219737,0.181456506081748,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,472,285
238,0.125374433219737,0.00672856936178934,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,473,286
239,0.272689477552757,0.382367181980181,0.262041132529036,0.262865749027276,-0.0106483450237213,-0.00982372852548097,0.0106483450237213,0.00982372852548097,0.000113387251744209,9.65056421423485e-05,-3.5228305642669e-07,-3.37632192037213e-08,2,2,0,"Li",0.342692759058612,-0.86462365619919,TRUE,398,335
240,0.147320089965015,0.146785687137199,0.150984571772891,0.147092261767392,0.00366448180787579,-0.00022782819762307,0.00366448180787579,0.00022782819762307,1.34284269202526e-05,5.19056876321767e-08,-2.79139364984762e-07,-2.67530424652409e-08,2,2,0,"Lc",1.92596558889042,0.178149013372968,TRUE,410,330
241,0.129573972282326,0.200305039022134,0.162572366427593,0.161809578806714,0.0329983941452666,0.032235606524388,0.0329983941452666,0.032235606524388,0.00108889401616636,0.00103913432799516,-1.03837817893007e-06,-9.95193763423954e-08,2,2,0,"Lc",1.9534181436241,0.196324408156792,TRUE,314,369
242,0.49668985866999,0.600100632143737,0.515243469554891,0.515131381762005,0.0185536108849007,0.0184415230920146,0.0185536108849007,0.0184415230920146,0.000344236476868306,0.000340089773953309,-8.6532813602537e-08,-8.293405829994e-09,2,2,0,"Lc",0.97543807112742,-0.277080637586895,TRUE,444,308
243,-0.431851611628746,-0.409503570137215,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,379,219
244,0.127580805452084,0.0397100441654824,0.0685398889051678,0.0704494130133527,-0.0590409165469164,-0.0571313924387316,0.0590409165469164,0.0571313924387316,0.00348582982669995,0.00326399600198836,-4.62919707488135e-06,-4.43667649423185e-07,2,2,0,"Lc",1.95500495520702,0.203097111679303,TRUE,172,443
245,0.128823279206519,0.245119734803252,0.134320550666717,0.139998348229199,0.00549727146019846,0.0111750690226799,0.00549727146019846,0.0111750690226799,3.02199935071125e-05,0.00012488216766166,1.9753969452939e-06,1.89324348309096e-07,2,2,0,"Lc",1.9543327047104,0.197861208455785,FALSE,263,161
246,0.263116982907177,0.0631004884286297,0.211817236205668,0.210952637478431,-0.0512997467015093,-0.0521643454287461,0.0512997467015093,0.0521643454287461,0.00263166401163902,0.00272111893400955,1.86673274695494e-06,1.78909844741058e-07,2,2,0,"Lc",1.73444939233949,0.0455012837198114,FALSE,267,162
247,0.27874142264599,0.224262348645818,0.207347166510291,0.224367937551169,-0.0713942561356994,-0.0543734850948215,0.0713942561356994,0.0543734850948215,0.00509713980916985,0.00295647588135677,-4.4671073970887e-05,-4.28132785562615e-06,1,2,-1,"Lc",1.70588733572371,0.0258696767755887,TRUE,20,497
248,0.136403670478464,0.110836599562765,0.148240031367611,0.156775303699593,0.0118363608891473,0.0203716332211291,0.0118363608891473,0.0203716332211291,0.000140099439098135,0.000415003440096211,5.73665805450531e-06,5.49808001996152e-07,2,2,0,"Lc",1.94297404207806,0.189114108927591,FALSE,155,99
249,0.125374433219737,0.108762329543236,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,474,287
250,0.130901581779322,0.232947972657733,0.193501662796854,0.196462238245974,0.0626000810175313,0.065560656466652,0.0626000810175313,0.065560656466652,0.00391877014340149,0.00429819967633836,7.91788216372579e-06,7.58859065873755e-07,2,2,0,"Lc",1.9513923764046,0.194925878301744,FALSE,116,81
251,-0.428103627884296,-0.414481438574018,-0.392399915658942,-0.405167545102798,0.0357037122253539,0.0229360827814977,0.0357037122253539,0.0229360827814977,0.00127475506667089,0.000526063893359716,-1.56235821745738e-05,-1.49738234662234e-06,2,2,0,"Li",-0.805419918182664,-1.70084802252358,TRUE,67,483
252,0.125848084420278,0.166564844762661,0.166041644089284,0.165893378628099,0.0401935596690061,0.040045294207821,0.0401935596690061,0.040045294207821,0.00161552223886595,0.00160362558819095,-2.48257634187336e-07,-2.37933013500142e-08,2,2,0,"Lc",1.95878180850931,0.201244370239766,TRUE,412,328
253,0.125374433219737,0.118408951918446,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,475,288
254,0.125374433219737,0.100607999057804,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,476,289
255,0.130638320432175,0.200193401094139,0.186399188046715,0.184757093239376,0.0557608676145391,0.0541187728072009,0.0557608676145391,0.0541187728072009,0.00310927435712616,0.00292884157015743,-3.76524603826425e-06,-3.60865573937458e-07,2,2,0,"Lc",1.95179424833316,0.195203318811483,TRUE,189,431
256,-0.139045809841429,-0.0244229741198484,-0.183443321357166,-0.182858647417558,-0.0443975115157376,-0.0438128375761295,0.0443975115157376,0.0438128375761295,0.00197113902879006,0.0019195647364723,-1.07624508321408e-06,-1.03148584635509e-07,2,2,0,"Li",-0.872872052363674,-0.849767407518655,TRUE,309,372
257,-0.411060617578611,-0.651370239067798,-0.420763083627035,-0.41851338431135,-0.00970246604842367,-0.00745276673273909,0.00970246604842367,0.00745276673273909,9.41378474208141e-05,5.55437319726225e-05,-8.05376576690586e-07,-7.71882308963832e-08,2,2,0,"Li",-0.811824831245031,-1.64896821265332,TRUE,337,354
258,-0.431646752833918,-0.374372797309334,-0.412055751494065,-0.403200426840025,0.0195910013398531,0.0284463259938925,0.0195910013398531,0.0284463259938925,0.000383807333498128,0.000809193462550805,8.87689795217624e-06,8.50772258105355e-07,2,2,0,"Li",-0.807440518418308,-1.70934625312823,FALSE,108,75
259,0.482524903525808,0.519997344203673,0.413519968477346,0.414545691671254,-0.0690049350484621,-0.0679792118545539,0.0690049350484621,0.0679792118545539,0.00476168106104248,0.00462117324436632,-2.93209736973558e-06,-2.81015633352319e-07,2,2,0,"Lc",0.863131985723775,0.326945625947535,TRUE,229,413
260,-0.380505573061501,-0.423032345217109,-0.446989615842574,-0.451399688428938,-0.0664840427810734,-0.0708941153674371,0.0664840427810734,0.0708941153674371,0.0044201279445156,0.00502597559373148,1.26427435907041e-05,1.21169529843174e-06,2,2,0,"Li",-0.711949562328453,-1.63699952865407,FALSE,79,56
261,0.339193533889945,0.434294814647626,0.255593052085665,0.268308687393525,-0.0836004818042798,-0.0708848464964192,0.0836004818042798,0.0708848464964192,0.00698904055790772,0.00502466146282092,-4.09923868587508e-05,-3.9287581901736e-06,1,2,-1,"Lc",1.58502974771276,-0.0580000596182233,TRUE,24,495
262,-0.416815725498751,-0.455739443670589,-0.45493598173053,-0.455265542223488,-0.0381202562317794,-0.0384498167247377,0.0381202562317794,0.0384498167247377,0.00145315393517652,0.00147838840616592,5.26589393850067e-07,5.04689419788046e-08,2,2,0,"Li",-0.777503231082041,-1.68902304813144,FALSE,362,208
263,0.125374433219737,0.0969413670397794,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,477,290
264,0.157252161343829,0.24299313915181,0.177290154678316,0.18166197048957,0.0200379933344863,0.0244098091457408,0.0200379933344863,0.0244098091457408,0.000401521176872916,0.000595838782531489,4.0549924831441e-06,3.88635211317145e-07,2,2,0,"Lc",1.91071762035586,0.166845228099982,FALSE,184,119
265,0.0753425971109255,0.247305327022986,0.0687412418955735,0.0975009778934138,-0.00660135521535198,0.0221583807824883,0.00660135521535198,0.0221583807824883,4.35778906792547e-05,0.000490993838901749,9.33661312227559e-06,8.94831896444988e-07,2,2,0,"Gv",-1.05642285549775,1.66788718094848,FALSE,105,72
266,0.194710152271499,0.221715642365222,0.136308044390221,0.136509035174303,-0.0584021078812774,-0.0582011170971959,0.0584021078812774,0.0582011170971959,0.00341080620497637,0.00338737003136151,-4.8906277699249e-07,-4.6872347229718e-08,2,2,0,"Lc",1.82830453306567,0.200771373736836,TRUE,365,344
267,-0.110983576600472,-0.153201977579236,-0.150854201111973,-0.150569603623354,-0.0398706245115019,-0.0395860270228827,0.0398706245115019,0.0395860270228827,0.00158966669893717,0.0015670535354564,-4.7188831719018e-07,-4.52263269615488e-08,2,2,0,"Li",-0.709829558411385,-0.937457921739153,TRUE,367,342
268,0.12904349419263,0.0101321647066713,0.140931940318672,0.139388885717762,0.0118884461260422,0.0103453915251326,0.0118884461260422,0.0103453915251326,0.000141335151291808,0.000107027125808285,-7.15935053726632e-07,-6.86160509670454e-08,2,2,0,"Lc",1.95422699934699,0.196882818257416,TRUE,349,351
269,0.147623677274985,0.114520379387084,0.15219062615893,0.148262499727406,0.00456694888394479,0.000638822452420779,0.00456694888394479,0.000638822452420779,2.08570221085646e-05,4.08094125716898e-07,-4.26725355007195e-07,-4.08978559656954e-08,2,2,0,"Lc",1.92551956428348,0.17774490000865,TRUE,389,339
270,0.125374433219737,0.0313915005687346,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,478,291
271,0.128003790985455,0.102110532673576,0.132554005056004,0.13421938972451,0.00455021407054917,0.00621559873905564,0.00455021407054917,0.00621559873905564,2.07044480878237e-05,3.863366768495e-05,3.74144434564156e-07,3.58584391942527e-08,2,2,0,"Lc",1.95541334440416,0.199380735677872,FALSE,395,230
272,0.125374433219737,0.164812350041894,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,479,292
273,0.125649193658828,0.040463484456442,0.111340056192405,0.112038016474347,-0.014309137466423,-0.0136111771844811,0.014309137466423,0.0136111771844811,0.000204751415032991,0.000185264144347338,-4.06657625692239e-07,-3.89745413713054e-08,2,2,0,"Lc",1.95939467483219,0.200450428779337,TRUE,394,336
274,0.125374433219737,0.390291121329225,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,480,293
275,0.427978161884428,0.443579329450936,0.418597074120317,0.412814023042404,-0.00938108776411112,-0.0151641388420244,0.00938108776411112,0.0151641388420244,8.80048076379553e-05,0.000229951106820194,2.96211542049077e-06,2.83892598364478e-07,1,2,-1,"Lc",1.34046301265921,-0.226841709947881,FALSE,228,141
276,-0.431797004120044,-0.318776277374549,-0.426486247977808,-0.42574264561803,0.00531075614223603,0.00605435850201352,0.00531075614223603,0.00605435850201352,2.82041308022977e-05,3.66552568709034e-05,1.7635691097652e-07,1.69022521372115e-08,2,2,0,"Li",-0.807618238688582,-1.70964346258478,FALSE,424,244
277,0.4999228705324,0.27101047254839,0.507977400117825,0.51075473685954,0.0080545295854243,0.0108318663271402,0.0080545295854243,0.0108318663271402,6.48754468424753e-05,0.000117329328129033,1.09460022218703e-06,1.04907762573116e-07,2,2,0,"Lc",0.832099611080131,-0.313287721732148,FALSE,306,179
278,0.143531728756456,0.217631844476,0.136088471725012,0.12869372809143,-0.00744325703144444,-0.0148380006650268,0.00744325703144444,0.0148380006650268,5.54020752361471e-05,0.000220166263735337,3.43827592765564e-06,3.29528376998379e-07,1,2,-1,"Lc",1.93166425394989,0.182700260458398,FALSE,202,127
279,-0.192662224890087,-0.324286740935243,-0.24374977101369,-0.243048408337889,-0.0510875461236032,-0.0503861834478022,0.0510875461236032,0.0503861834478022,0.00260993736893129,0.00253876748243558,-1.48516318831859e-06,-1.42339772991418e-07,2,2,0,"Li",-0.861148794026045,-1.01359212281906,TRUE,282,385
280,0.00662405687971823,0.0986044246406324,0.0894246585549197,0.0900968081701738,0.0828006016752014,0.0834727512904555,0.0828006016752014,0.0834727512904555,0.00685593963777537,0.00696770020799825,2.33220387123312e-06,2.23521140445758e-07,2,2,0,"Bv",-0.929860583335853,1.55104289444325,FALSE,252,156
281,-0.431851611628746,-0.39203859608355,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,380,220
282,0.112371787655852,0.0716189297288743,0.154400769545373,0.15871171619657,0.0420289818895215,0.0463399285407187,0.0420289818895215,0.0463399285407187,0.00176643531866973,0.00214738897715892,7.94968740153249e-06,7.61907316978382e-07,2,2,0,"Gv",-1.0487513573185,1.52188076360937,FALSE,115,80
283,0.202576266319601,0.335002129337328,0.239600283319922,0.240201060992521,0.0370240170003212,0.0376247946729201,0.0370240170003212,0.0376247946729201,0.00137077783484008,0.0014156251741794,9.35867973947235e-07,8.96946786786454e-08,2,2,0,"Gv",-1.01724457622516,1.57737256788925,FALSE,324,185
284,0.0696301540579519,-0.000493012866740014,0.0734125624043552,0.0337230807603401,0.00378240834640324,-0.0359070732976118,0.00378240834640324,0.0359070732976118,1.43066128989409e-05,0.00128931791280006,2.6606756600877e-05,2.55002259980225e-06,3,2,1,"Gv",-1.06875947828424,1.68657206929725,FALSE,40,30
285,-0.431851611628746,-0.489913042052799,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,381,221
286,-0.43170381804635,-0.531811036148892,-0.413698397642592,-0.409985347439505,0.0180054204037579,0.0217184706068445,0.0180054204037579,0.0217184706068445,0.00032419516391606,0.000471691965500366,3.0779425244826e-06,2.94993603168614e-07,2,2,0,"Li",-0.80763943560463,-1.70936784164789,FALSE,219,135
287,0.126067625495503,0.0592497648201634,0.0799304555890513,0.083514733345529,-0.0461371699064515,-0.0425528921499738,0.0461371699064515,0.0425528921499738,0.00212863844697677,0.0018107486303273,-6.63368001377384e-06,-6.35779633298941e-07,2,2,0,"Lc",1.95868179637259,0.200319833945452,TRUE,143,451
288,0.125743135745087,0.220261631082395,0.112557234627709,0.112345489596723,-0.013185901117378,-0.0133976461483637,0.013185901117378,0.0133976461483637,0.00017386798827727,0.000179496922316765,1.17463804377937e-07,1.12578680789908e-08,2,2,0,"Lc",1.95925183288311,0.200351814916691,FALSE,434,249
289,0.45044904769657,0.493819262651086,0.455814740504937,0.462486339538088,0.00536569280836713,0.0120372918415184,0.00536569280836713,0.0120372918415184,2.87906593137627e-05,0.000144896394877884,2.42287817085224e-06,2.32211471128244e-07,2,2,0,"Lc",1.23501238963497,-0.299641705482045,FALSE,244,151
290,0.485051472937869,0.585567394705574,0.503169850648497,0.50026391874317,0.0181183777106277,0.0152124458053003,0.0181183777106277,0.0152124458053003,0.000328275610864972,0.0002314185073792,-2.02120042207606e-06,-1.93714206971544e-07,2,2,0,"Lc",0.359937763998936,-0.143887682365872,TRUE,260,401
291,0.126926269875685,0.087914403470317,0.11380287680015,0.117224688087439,-0.0131233930755345,-0.00970158178824577,0.0131233930755345,0.00970158178824577,0.000172223445814987,9.41206891940221e-05,-1.62983734766327e-06,-1.56205513241929e-07,2,2,0,"Lc",1.95737856858102,0.199346957970549,TRUE,280,387
292,-0.431718347709707,-0.394081318532242,-0.415111916035082,-0.411770263698866,0.0166064316746253,0.0199480840108414,0.0166064316746253,0.0199480840108414,0.000275773572963998,0.000397926055703585,2.54906084102711e-06,2.44304965479174e-07,2,2,0,"Li",-0.807636130629305,-1.70941081584251,FALSE,242,149
293,0.0699561964563434,0.0943726889049929,0.0684010361140692,0.0842985143419255,-0.00155516034227424,0.0143423178855821,0.00155516034227424,0.0143423178855821,2.41852369018252e-06,0.000205702082331087,4.24209272979628e-06,4.0656711728181e-07,3,2,1,"Gv",-1.06756850348095,1.6846050665009,FALSE,181,118
294,0.0459340812660575,-0.0966916529721964,0.00349741351504356,0.00297825120872731,-0.0424366677510139,-0.0429558300573302,0.0424366677510139,0.0429558300573302,0.00180087076980994,0.00184520333591423,9.251257584309e-07,8.86651322085695e-08,2,2,0,"Li",-0.878267603028675,-0.230004333949403,FALSE,326,187
295,0.183228288878917,0.361071217626462,0.205176842019608,0.205114337018534,0.0219485531406908,0.021886048139617,0.0219485531406908,0.021886048139617,0.000481738984969728,0.000478999103169632,-5.71754683083904e-08,-5.4797636001927e-09,2,2,0,"Lc",1.86962546546119,0.138476418063329,TRUE,451,305
296,-0.240914462620412,-0.227469696527045,-0.267977008813639,-0.26735670298345,-0.0270625461932267,-0.0264422403630375,0.0270625461932267,0.0264422403630375,0.000732381406460528,0.000699192075416649,-6.9259029539494e-07,-6.6378662087757e-08,2,2,0,"Li",-0.458895853537531,-1.46906592509898,TRUE,353,350
297,0.126603587602989,0.203163487518776,0.217341759289844,0.21537187018725,0.0907381716868549,0.0887682825842605,0.0907381716868549,0.0887682825842605,0.00823341580107315,0.00787980799295912,-7.37903803941915e-06,-7.07215616228062e-07,2,2,0,"Lc",1.95736802726602,0.201631457380917,TRUE,127,460
298,0.128923921413915,0.224437589104813,0.142697901298218,0.141774618425012,0.0137739798843032,0.0128506970110973,0.0137739798843032,0.0128506970110973,0.000189722521853189,0.000165140413671025,-5.12975978479567e-07,-4.91642163643294e-08,2,2,0,"Lc",1.95428922318613,0.197398669073276,TRUE,363,346
299,0.377499872963376,0.372443302819149,0.404988841968297,0.411153342165042,0.0274889690049216,0.0336534692016664,0.0274889690049216,0.0336534692016664,0.000755643416953543,0.00113255598930751,7.86535858404557e-06,7.53825144707931e-07,2,2,0,"Lc",0.616078824429363,-0.726935158006787,FALSE,118,83
300,0.176240576318125,0.145659034341428,0.147015344972927,0.149960176073084,-0.0292252313451974,-0.026280400245041,0.0292252313451974,0.026280400245041,0.000854114147180311,0.000690659437039551,-3.41094991732181e-06,-3.26909420281521e-07,2,2,0,"Li",0.211288815600734,-1.00639022417766,TRUE,203,425
301,-0.431570604935776,-0.342203234693225,-0.433202254545695,-0.433271455230088,-0.00163164960991929,-0.00170085029431227,0.00163164960991929,0.00170085029431227,2.66228044954979e-06,2.89289172366214e-06,4.81236365528799e-09,4.61222548224718e-10,2,2,0,"Li",-0.807037774963906,-1.70941282489178,FALSE,496,264
302,0.125599988575122,0.0208701736689926,0.105740019147483,0.104175080756687,-0.019859969427639,-0.0214249078184353,0.019859969427639,0.0214249078184353,0.000394418385666757,0.00045902667502845,1.3482367015719e-06,1.29216578723385e-07,1,2,-1,"Lc",1.95946948866458,0.200502078039508,FALSE,290,169
303,0.190237671742186,0.387371410364602,0.379582146123234,0.379672030224051,0.189344474381048,0.189434358481864,0.189344474381048,0.189434358481864,0.0358513299786352,0.0358853761734355,7.10471207830205e-07,6.80923896006214e-08,2,2,0,"Lc",1.81090305776404,0.271911862662142,FALSE,350,200
304,0.0111145094956913,-0.027248701133145,-0.0499586011098533,-0.0513956655181872,-0.0610731106055446,-0.0625101750138785,0.0610731106055446,0.0625101750138785,0.00372992483903708,0.00390752198026571,3.70607218151584e-06,3.55194282457272e-07,2,2,0,"Li",-0.0556981455408975,-1.19071013639214,FALSE,194,121
305,-0.431014805151043,-0.265600274923544,-0.393129484538386,-0.390004034213029,0.0378853206126573,0.041010770938014,0.0378853206126573,0.041010770938014,0.00143529751792384,0.00168188333293025,5.14571812941058e-06,4.93171630012829e-07,2,2,0,"Li",-0.806447261324454,-1.70826779448448,FALSE,165,108
306,0.0813432598367597,0.232564529231823,0.169267520794969,0.174605212882437,0.0879242609582088,0.0932619530456772,0.0879242609582088,0.0932619530456772,0.00773067566504721,0.0086977918858941,2.01816453664597e-05,1.93423244169379e-06,2,2,0,"Bv",-0.932231867624171,1.36059462885641,FALSE,57,43
307,0.125426988758622,0.133723562117213,0.133120132836152,0.133723562117221,0.00769314407753022,0.00829657335859904,0.00769314407753022,0.00829657335859904,5.91844657976383e-05,6.88331294946154e-05,2.01346957888998e-07,1.92973273939542e-08,3,2,1,"Lc",1.95969908919095,0.200818301789003,FALSE,418,242
308,0.126030605075809,0.182752696560958,0.0771735281025168,0.0802485691174185,-0.0488570769732917,-0.0457820359583901,0.0488570769732917,0.0457820359583901,0.00238701397037415,0.00209599481649532,-6.07294679980305e-06,-5.82038307757664e-07,2,2,0,"Lc",1.95881466310361,0.200050005813219,TRUE,149,447
309,0.125374433219737,0.0229195852662907,0.137292053525952,0.137223911810434,0.0119176203062154,0.0118494785906973,0.0119176203062154,0.0118494785906973,0.000142029673763117,0.000140410142871393,-3.37961430201046e-08,-3.23906178344846e-09,2,2,0,"Lc",1.95981239833635,0.200738812748678,TRUE,481,294
310,-0.410998547483662,-0.378697897181418,-0.421200616361399,-0.418909051978228,-0.0102020688777371,-0.00791050449456665,0.0102020688777371,0.00791050449456665,0.000104082209386091,6.25760813585592e-05,-8.66144045906904e-07,-8.30122560550638e-08,2,2,0,"Li",-0.812325217697523,-1.64843918355632,TRUE,333,358
311,0.215008664891512,0.31936991072713,0.206497228857129,0.206983391864654,-0.0085114360343829,-0.00802527302685743,0.0085114360343829,0.00802527302685743,7.24445433673916e-05,6.44050071556055e-05,-1.6776791169421e-07,-1.60790724235724e-08,2,2,0,"Li",0.278422400504556,-0.960043180025369,TRUE,428,319
312,0.272174346489479,0.282082195179199,0.250514627077983,0.252078065646799,-0.0216597194114964,-0.02009628084268,0.0216597194114964,0.02009628084268,0.000469143444984755,0.000403860503707867,-1.36231524291446e-06,-1.30565882553774e-07,2,2,0,"Li",0.31048132040343,-0.8475539680948,TRUE,288,381
313,0.284031973247832,0.238618282332396,0.293301324764503,0.293595248145853,0.00926935151667146,0.0095632748980215,0.00926935151667146,0.0095632748980215,8.59208775396196e-05,9.14562267751281e-05,1.15510889841877e-07,1.10706984710171e-08,2,2,0,"Li",0.404180686766556,-0.87020970233533,FALSE,435,250
314,-0.431851611628746,-0.49742979687379,-0.437741757571762,-0.439418114076663,-0.00589014594301573,-0.00756650244791679,0.00589014594301573,0.00756650244791679,3.46938192300247e-05,5.72519592943308e-05,4.70740096268973e-07,4.51162801286121e-08,2,2,0,"Li",-0.807605816705257,-1.70980498413226,FALSE,382,222
315,0.125604707562137,0.122012465299886,0.1101279241382,0.110027558228784,-0.0154767834239372,-0.0155771493333531,0.0154767834239372,0.0155771493333531,0.000239530825151458,0.000242647581353581,6.50400303594264e-08,6.23351240424752e-09,1,2,-1,"Lc",1.95946231380566,0.200497124728832,FALSE,449,254
316,-0.19160257223071,-0.0846864261630307,-0.202962766243533,-0.213280982492597,-0.0113601940128225,-0.0216784102618869,0.0113601940128225,0.0216784102618869,0.000129054008008968,0.000469953471482685,7.11384208964903e-06,6.81798926947433e-07,2,2,0,"Li",-0.740989637750844,-1.12281560175729,FALSE,133,91
317,0.0697005757712595,0.0213030827411319,0.0709951024269484,0.100086081064683,0.0012945266556889,0.0303855052934233,0.0012945266556889,0.0303855052934233,1.67579926228908e-06,0.000923278931936655,1.92318846394335e-05,1.84320626534873e-06,3,2,1,"Gv",-1.06765862432189,1.6858695741891,FALSE,60,46
318,0.125549406208847,0.113448395076102,0.157991212137966,0.157238798672239,0.0324418059291189,0.0316893924633923,0.0324418059291189,0.0316893924633923,0.00105247077194261,0.00100421759469891,-1.00694052063843e-06,-9.65063544874161e-08,2,2,0,"Lc",1.95943177636231,0.200925527467958,TRUE,315,368
319,0.149299602367324,0.0198856019852396,0.160428865286498,0.161989842672908,0.0111292629191744,0.0126902403055845,0.0111292629191744,0.0126902403055845,0.00012386049312411,0.000161042199013481,7.7590261253418e-07,7.43634117787415e-08,2,2,0,"Lc",1.92309152937922,0.175387809412501,FALSE,338,191
320,0.146244525756658,0.195675809358144,0.152763888123734,0.132553206936212,0.00651936236707579,-0.0136913188204463,0.00651936236707579,0.0136913188204463,4.2502085673244e-05,0.000187452211043107,3.02479884318016e-06,2.89900250739726e-07,1,2,-1,"Lc",1.92779451248025,0.178744258695582,FALSE,224,138
321,0.457482768180429,0.588272920191844,0.471682921589046,0.471297407185981,0.014200153408617,0.0138146390055521,0.014200153408617,0.0138146390055521,0.000201644356828258,0.000190844250853721,-2.25375093499533e-07,-2.16002119490735e-08,2,2,0,"Lc",1.19660616211989,-0.314812539993135,TRUE,415,326
322,-0.126569369886627,0.0231347310536516,-0.158953650281669,-0.162370082406079,-0.032384280395042,-0.0358007125194524,0.032384280395042,0.0358007125194524,0.0010487416167047,0.00128169101690048,4.86115534176838e-06,4.65898800391559e-07,2,2,0,"Li",-0.862357863167314,-0.824642969442296,FALSE,171,114
323,0.125758184989473,0.207228458079209,0.145824212494671,0.145400423963817,0.0200660275051982,0.0196422389743444,0.0200660275051982,0.0196422389743444,0.000402645459839371,0.000385817551925254,-3.5116241715474e-07,-3.36558158282342e-08,2,2,0,"Lc",1.95915142573151,0.200586636376684,TRUE,399,334
324,0.465431156248782,0.278452277228521,0.47429680873446,0.470526887751326,0.00886565248567767,0.00509573150254411,0.00886565248567767,0.00509573150254411,7.85997939968026e-05,2.59664795460204e-05,-1.09834460823836e-06,-1.05266628901564e-07,2,2,0,"Lc",1.14225505783256,-0.338016401070506,TRUE,305,374
325,0.125533277534617,0.173736227946993,0.111915939341874,0.104089490215034,-0.0136173381927435,-0.0214437873195835,0.0136173381927435,0.0214437873195835,0.000185431899455551,0.000459836014607532,5.72622650692897e-06,5.48808230303961e-07,1,2,-1,"Lc",1.95957091494722,0.200572099749306,FALSE,157,101
326,-0.404987625743237,-0.359374065413117,-0.383052173340985,-0.384255773321647,0.0219354524022523,0.02073185242159,0.0219354524022523,0.02073185242159,0.000481164072091474,0.000429809704830589,-1.07165571803826e-06,-1.02708734521771e-07,1,2,-1,"Li",-0.812730268029391,-1.63153810856791,TRUE,311,371
327,0.241975579638197,0.206635551055206,0.265779268408307,0.226574460487042,0.0238036887701098,-0.0154011191511553,0.0238036887701098,0.0154011191511553,0.000566615599064251,0.000237194471108083,-6.87431379737248e-06,-6.58842255912336e-07,3,2,1,"Li",-0.447760330875018,-0.0789644115560027,TRUE,138,455
