"batch_id","dataset_id","geometry_family","chart_dim_rule","variant_id","variant_label","support.size","degree","kernel","selected_lambda_sync","selected_cv_rmse","truth_rmse","observed_rmse","total_local_gcv_ps","sync_energy","mean_sync_squared_disagreement","candidate_count","boundary_expansion_count","elapsed_sec","truth_rmse_delta_vs_exact","observed_rmse_delta_vs_exact","fit_rmse_delta_vs_exact","fit_max_abs_delta_vs_exact"
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","auto","guarded_strict_edge","Guarded stricter edge",35,2,"gaussian",30,0.105881736083307,0.0282616838937528,0.096883570917543,6.63201452543644,0.187238356242165,1.09075123139394e-05,10,0,1.14099999999999,0,0,0,0
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","auto","guarded_one_expansion","Guarded one expansion",35,2,"gaussian",30,0.105881736083307,0.0282616838937528,0.096883570917543,6.63201452543644,0.187238356242165,1.09075123139394e-05,10,0,1.22,0,0,0,0
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","local.auto","exact_reference","Exact expanded reference",35,2,"gaussian",100,0.104647674721434,0.0254917294582933,0.0972956392318046,7.12090640114292,0.0322940751142209,1.8812813199453e-06,19,0,2.28,0,0,0,0
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","local.auto","guarded_default","Guarded default",35,2,"gaussian",100,0.104647674721434,0.0254917294582933,0.0972956392318046,7.12090640114292,0.0322940751142209,1.8812813199453e-06,9,1,1.262,0,0,0,0
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","local.auto","guarded_strict_edge","Guarded stricter edge",35,2,"gaussian",100,0.104647674721434,0.0254917294582933,0.0972956392318046,7.12090640114292,0.0322940751142209,1.8812813199453e-06,8,0,1.24800000000002,0,0,0,0
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","local.auto","guarded_one_expansion","Guarded one expansion",35,2,"gaussian",100,0.104647674721434,0.0254917294582933,0.0972956392318046,7.12090640114292,0.0322940751142209,1.8812813199453e-06,9,1,1.267,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","auto","exact_reference","Exact expanded reference",16,2,"tricube",300,0.104696680763431,0.027720477410777,0.0937551539764785,15.8576183403108,0.00114898788407263,1.27725426159251e-07,19,0,3.66300000000001,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","auto","guarded_default","Guarded default",16,2,"tricube",300,0.104696680763431,0.027720477410777,0.0937551539764785,15.8576183403108,0.00114898788407263,1.27725426159251e-07,10,2,2.035,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","auto","guarded_strict_edge","Guarded stricter edge",16,2,"tricube",300,0.104696680763431,0.027720477410777,0.0937551539764785,15.8576183403108,0.00114898788407263,1.27725426159251e-07,10,2,2.126,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","auto","guarded_one_expansion","Guarded one expansion",16,2,"tricube",300,0.104696680763431,0.027720477410777,0.0937551539764785,15.8576183403108,0.00114898788407263,1.27725426159251e-07,9,1,1.88900000000001,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","local.auto","exact_reference","Exact expanded reference",33,2,"gaussian",10,0.102293774686445,0.0280821611491599,0.0927205990769934,7.74709117829675,0.224103943006546,1.12955616525955e-05,19,0,3.17500000000001,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","local.auto","guarded_default","Guarded default",33,2,"gaussian",10,0.102293774686445,0.0280821611491599,0.0927205990769934,7.74709117829675,0.224103943006546,1.12955616525955e-05,10,0,1.90100000000001,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","local.auto","guarded_strict_edge","Guarded stricter edge",33,2,"gaussian",10,0.102293774686445,0.0280821611491599,0.0927205990769934,7.74709117829675,0.224103943006546,1.12955616525955e-05,10,0,1.98000000000002,0,0,0,0
"FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata","local.auto","guarded_one_expansion","Guarded one expansion",33,2,"gaussian",10,0.102293774686445,0.0280821611491599,0.0927205990769934,7.74709117829675,0.224103943006546,1.12955616525955e-05,10,0,1.89400000000001,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","auto","exact_reference","Exact expanded reference",35,2,"gaussian",900,0.122679435313434,0.0498681629146792,0.098933912738189,103.504208042477,0.0205689760967409,1.19614887881486e-06,19,0,47.037,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","auto","guarded_default","Guarded default",35,2,"gaussian",900,0.122679435313434,0.0498681629146792,0.098933912738189,103.504208042477,0.0205689760967409,1.19614887881486e-06,10,2,26.613,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","auto","guarded_strict_edge","Guarded stricter edge",35,2,"gaussian",900,0.122679435313434,0.0498681629146792,0.098933912738189,103.504208042477,0.0205689760967409,1.19614887881486e-06,10,2,25.244,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","auto","guarded_one_expansion","Guarded one expansion",35,2,"gaussian",900,0.122679435313434,0.0498681629146792,0.098933912738189,103.504208042477,0.0205689760967409,1.19614887881486e-06,9,1,23.567,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","local.auto","exact_reference","Exact expanded reference",35,2,"gaussian",30,0.113808602584575,0.0453243615511942,0.0860357977283434,65.5198724151159,0.334097598180824,1.94287973110169e-05,19,0,40.973,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","local.auto","guarded_default","Guarded default",35,2,"gaussian",30,0.113808602584575,0.0453243615511942,0.0860357977283434,65.5198724151159,0.334097598180824,1.94287973110169e-05,10,0,22.116,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","local.auto","guarded_strict_edge","Guarded stricter edge",35,2,"gaussian",30,0.113808602584575,0.0453243615511942,0.0860357977283434,65.5198724151159,0.334097598180824,1.94287973110169e-05,10,0,23.403,0,0,0,0
"FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata","local.auto","guarded_one_expansion","Guarded one expansion",35,2,"gaussian",30,0.113808602584575,0.0453243615511942,0.0860357977283434,65.5198724151159,0.334097598180824,1.94287973110169e-05,10,0,22.323,0,0,0,0
