"family","quantity","index","value17","generated.at.commit"
"bernoulli","fitted",83,"0.33060269968976758","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",84,"0","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",85,"0.14399181628971572","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",86,"0.83038787022487981","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",87,"0.63296048568499785","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",88,"0.094651519926282457","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",89,"0.36647159689657671","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",90,"0.89559795954114363","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",91,"0.035402150353873715","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",92,"0.6570214565089183","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",93,"0.84858639036610517","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",94,"0.47836109232307494","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",95,"0.45872001253576","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",96,"0.30597177423919408","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",97,"0.65691058439271321","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",98,"0.68058439385908598","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",99,"0.15157711328650433","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",100,"0.12401096379045086","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",101,"0.17808135406938747","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",102,"0.81494017242620787","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",103,"0.31642705667602333","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",104,"0.65186902759887499","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",105,"0.48300219389745813","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",106,"0.10125659561644612","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",107,"0.81878584664233867","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",108,"0.68371017654935273","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",109,"0.7841396204319625","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",110,"0.24425409307523413","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",111,"0.72334424364905214","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",112,"0.045965556465519058","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",113,"0.62838397347662778","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",114,"0.67284464415918266","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
